production_line,material_type,temp_sensor_1,pressure_sensor,humidity,vibration_sensor,processing_time_sec,power_consumption,operator_experience_years,yield_percentage
Line-A,Type-X,108.72,53.51,41.2,1.1301,112.2,218.18,9.0,94.22
Line-A,Type-Z,94.91,51.17,35.63,1.0472,102.9,188.11,1.0,92.15
Line-B,Type-Y,,53.11,46.17,1.4058,101.5,197.7,10.0,94.03
Line-A,Type-X,90.35,50.84,31.32,1.0329,120.5,165.72,3.0,94.61
Line-A,Type-Y,107.28,47.61,63.42,1.1629,115.8,217.77,3.0,94.08
Line-B,Type-Z,96.46,47.78,36.1,0.7968,105.7,193.82,6.0,93.54
Line-B,Type-X,96.79,50.77,32.54,0.8999,130.9,211.28,5.0,94.13
Line-A,Type-Y,105.38,48.65,,0.9864,130.6,174.41,7.0,95.59
Line-B,Type-X,104.28,52.42,30.68,1.1377,113.3,206.56,5.0,94.49
Line-A,Type-X,96.43,48.92,50.08,1.3857,117.8,180.43,9.0,94.91
Line-A,Type-X,100.94,49.69,57.74,1.0843,111.2,244.01,4.0,94.34
Line-A,Type-X,82.88,52.13,59.21,0.7,117.8,207.72,2.0,92.67
Line-B,Type-Y,96.03,51.09,34.21,1.1419,102.5,180.99,2.0,94.84
Line-A,Type-X,92.65,49.65,55.56,1.3357,114.9,217.36,9.0,94.9
Line-A,Type-X,96.76,52.19,,0.8215,135.2,177.38,2.0,93.77
Line-B,Type-Z,106.46,51.27,35.4,0.6994,118.8,181.61,3.0,92.1
Line-B,Type-Y,96.99,52.02,68.91,1.3224,105.7,205.6,3.0,94.74
Line-A,Type-Z,94.14,51.49,50.07,0.8662,124.6,200.27,1.0,92.43
Line-B,Type-Z,98.26,46.95,42.32,1.0235,104.1,152.97,5.0,92.0
Line-A,Type-X,88.69,49.8,36.08,0.9872,119.4,181.11,4.0,94.67
Line-B,Type-Z,109.95,49.83,46.96,0.9755,115.7,152.97,5.0,92.62
Line-B,Type-X,110.45,51.52,38.78,0.9525,110.3,241.98,2.0,93.21
Line-B,Type-X,106.94,46.21,42.99,1.0398,125.3,258.51,2.0,93.43
Line-A,Type-Z,105.39,49.84,48.99,0.9957,113.2,152.97,6.0,93.83
Line-B,Type-Y,88.57,49.95,67.94,1.0398,121.9,172.14,10.0,95.62
Line-B,Type-X,,45.9,49.75,0.9429,112.4,209.55,2.0,93.07
Line-A,Type-Z,103.98,51.53,61.14,1.1181,136.2,171.93,7.0,93.34
Line-A,Type-Y,103.03,53.93,46.51,0.9125,127.6,190.75,4.0,94.64
Line-B,Type-Z,109.4,52.15,56.25,0.9674,112.4,204.36,4.0,92.01
Line-B,Type-Y,106.14,,48.01,0.7338,126.6,186.53,9.0,95.34
Line-B,Type-Z,92.2,47.16,30.3,1.3679,138.6,190.62,2.0,92.07
Line-A,Type-Y,97.76,51.77,31.53,0.7684,118.0,193.89,2.0,95.76
Line-B,Type-Y,96.13,50.99,60.6,1.1518,125.3,192.99,9.0,96.78
Line-B,Type-Y,91.81,50.91,30.93,0.7268,112.6,204.88,8.0,96.42
Line-B,Type-X,105.95,52.31,36.31,0.8718,103.4,184.28,3.0,92.85
Line-B,Type-Y,99.5,49.96,37.33,1.0036,128.5,201.52,7.0,95.63
Line-B,Type-X,101.62,51.43,67.45,0.8641,114.0,226.7,6.0,94.07
Line-A,Type-Z,113.45,52.58,45.93,0.8831,123.1,203.98,5.0,93.14
Line-B,Type-X,97.37,49.72,31.97,0.8086,123.8,215.88,9.0,95.98
Line-A,Type-Y,100.67,50.53,63.23,1.0824,134.7,239.96,9.0,95.63
Line-A,Type-Y,101.13,48.22,49.71,0.6612,132.9,174.65,8.0,95.68
Line-B,Type-Y,96.18,52.34,54.99,0.9414,134.4,190.55,6.0,96.11
Line-B,Type-Z,93.3,49.44,54.18,1.0722,129.8,190.07,1.0,92.41
Line-B,Type-X,93.23,52.46,31.12,1.0593,128.5,174.93,1.0,93.33
Line-A,Type-Z,95.39,50.9,35.23,0.6552,105.5,239.41,6.0,93.46
Line-A,Type-Z,91.75,49.41,53.93,0.826,129.9,217.52,9.0,93.85
Line-A,Type-Y,104.1,48.98,47.15,1.2388,118.7,210.93,8.0,95.58
Line-A,Type-X,95.15,48.4,41.22,0.7156,105.7,179.81,2.0,93.27
Line-A,Type-Z,90.23,49.43,61.8,0.8081,113.2,183.1,1.0,92.93
Line-A,Type-Y,93.45,53.54,54.93,0.6068,121.0,200.35,8.0,95.04
Line-A,Type-Y,89.62,51.67,60.3,0.9347,126.4,223.28,5.0,94.37
Line-A,Type-Y,,48.7,40.78,1.0547,98.7,212.2,6.0,95.07
Line-B,Type-Y,94.49,46.85,43.99,1.048,116.2,218.15,1.0,94.3
Line-B,Type-Z,105.96,49.62,43.0,1.0769,105.7,171.19,9.0,94.43
Line-B,Type-X,100.31,50.88,36.27,0.8787,,162.83,9.0,94.72
Line-B,Type-Z,96.43,50.38,65.71,1.2333,145.0,193.13,5.0,93.21
Line-A,Type-Y,104.1,48.15,36.62,1.1009,108.0,192.39,7.0,95.1
Line-B,Type-Y,103.17,51.33,48.23,1.0296,113.7,227.69,10.0,96.29
Line-A,Type-Y,101.99,52.47,64.39,0.916,113.0,197.85,6.0,95.09
Line-A,Type-Y,99.96,50.86,33.61,0.9385,135.9,201.06,5.0,95.26
Line-B,Type-Z,101.28,50.16,36.94,0.8531,122.5,224.64,3.0,94.55
Line-A,Type-Y,101.46,48.27,31.47,0.6326,133.2,195.57,1.0,95.12
Line-B,Type-X,100.62,50.43,67.07,0.8581,117.2,163.39,7.0,95.36
Line-A,Type-X,105.12,51.59,69.62,0.9107,122.6,158.93,7.0,94.32
Line-B,Type-Z,94.72,48.5,69.39,0.8377,131.0,240.28,5.0,93.66
Line-B,Type-Z,99.12,52.4,44.27,1.0242,113.4,246.47,4.0,93.2
Line-B,Type-Z,102.69,52.73,57.99,0.8179,115.9,225.71,1.0,93.37
Line-B,Type-Y,105.7,47.33,34.61,0.9695,,198.62,7.0,94.92
Line-B,Type-Y,102.55,48.94,69.56,0.9919,127.7,202.72,10.0,95.84
Line-A,Type-Z,96.2,,36.43,1.0793,136.7,168.99,2.0,92.54
Line-B,Type-X,105.71,52.02,61.96,1.0953,119.2,227.46,8.0,94.15
Line-A,Type-X,99.95,49.33,45.17,1.2327,139.7,152.97,1.0,94.46
Line-B,Type-Z,91.65,50.49,32.21,1.0398,126.8,227.6,2.0,92.93
Line-A,Type-Z,95.07,52.28,30.76,0.874,118.7,191.09,8.0,93.46
Line-A,Type-X,95.0,48.57,41.22,1.195,124.4,192.66,5.0,94.91
Line-A,Type-X,103.58,47.03,64.12,1.1657,133.6,217.86,8.0,94.09
Line-B,Type-Z,105.39,49.08,53.39,0.6253,,175.21,3.0,93.2
Line-A,Type-Y,97.0,50.42,42.27,1.3245,122.4,208.54,6.0,96.22
Line-B,Type-X,96.27,49.88,37.84,1.0993,121.3,178.26,7.0,94.62
Line-B,Type-X,97.04,53.19,42.2,0.8277,125.1,186.48,6.0,94.2
Line-A,Type-Z,103.51,51.59,35.16,1.3006,128.3,198.11,4.0,93.91
Line-B,Type-X,111.34,,62.66,1.2993,101.9,152.97,5.0,93.29
Line-B,Type-X,102.91,52.14,66.31,0.9131,109.7,224.29,5.0,93.85
Line-A,Type-Z,99.14,51.08,68.23,0.7138,123.4,192.49,6.0,95.07
Line-A,Type-Z,99.87,49.76,44.2,0.6738,133.4,201.66,2.0,93.12
Line-B,Type-X,102.91,50.04,43.71,1.0765,107.5,171.11,2.0,94.63
Line-B,Type-X,94.21,49.49,53.9,1.0704,117.7,193.76,7.0,94.45
Line-B,Type-Z,97.29,50.94,68.79,1.1375,113.3,216.47,3.0,93.08
Line-A,Type-X,101.18,53.48,54.75,1.1439,114.4,207.72,8.0,95.27
Line-A,Type-Z,96.85,,50.63,1.1945,106.9,204.22,4.0,93.64
Line-A,Type-Z,97.65,47.9,,1.3595,126.3,192.99,4.0,92.26
Line-B,Type-Y,104.31,48.99,31.3,1.0831,126.1,219.83,7.0,95.58
Line-A,Type-Z,101.19,47.56,47.27,1.0043,124.4,203.62,10.0,93.77
Line-B,Type-Y,96.69,47.47,65.2,1.062,,194.19,6.0,95.44
Line-B,Type-Y,99.29,49.95,64.81,1.0923,107.5,231.93,7.0,95.95
Line-B,Type-X,108.7,51.03,67.52,0.8938,,236.69,1.0,92.8
Line-B,Type-Z,102.11,53.26,54.39,1.065,117.9,244.51,5.0,93.72
Line-B,Type-X,93.12,49.54,50.66,0.8203,104.6,218.01,9.0,94.12
Line-A,Type-Y,101.91,52.46,50.95,1.4859,126.9,190.29,9.0,96.18
Line-A,Type-Y,93.85,47.19,57.16,1.0398,114.3,190.09,10.0,96.51
Line-A,Type-Y,95.69,49.4,61.36,1.0255,121.7,162.04,3.0,95.39
Line-B,Type-Z,96.09,45.45,33.69,0.9588,127.5,183.54,10.0,93.04
Line-B,Type-Y,,48.05,,1.3134,132.6,174.88,8.0,95.21
Line-B,Type-Y,107.32,49.55,41.91,0.8786,115.7,210.24,7.0,95.69
Line-B,Type-Z,96.4,48.28,59.48,1.2715,116.4,197.77,2.0,93.3
Line-B,Type-X,85.87,51.0,36.13,1.196,133.8,250.19,3.0,92.74
Line-A,Type-Z,95.58,,57.97,0.9741,110.2,216.84,1.0,92.79
Line-A,Type-Z,97.07,49.07,40.45,1.0145,,181.03,2.0,93.13
Line-A,Type-X,,48.22,60.71,0.8034,115.9,164.41,1.0,94.14
Line-B,Type-Y,97.88,48.07,33.81,0.9147,123.2,152.97,9.0,96.37
Line-B,Type-Z,107.06,51.17,43.18,0.8655,132.8,189.56,10.0,93.0
Line-B,Type-Y,109.41,47.24,54.82,1.0192,136.7,173.64,1.0,93.32
Line-B,Type-Z,107.74,53.2,68.4,1.1716,116.0,193.38,2.0,92.45
Line-A,Type-Y,104.1,47.16,32.47,1.1585,108.0,208.53,6.0,93.81
Line-B,Type-Z,105.85,48.64,33.46,0.7548,118.3,218.46,9.0,94.29
Line-A,Type-Z,95.85,49.47,32.07,1.3,119.3,177.83,6.0,94.15
Line-A,Type-Z,98.57,48.7,33.29,1.2906,131.2,200.93,7.0,93.59
Line-B,Type-Y,93.93,53.0,62.05,1.0366,132.7,182.76,5.0,94.45
Line-B,Type-Y,101.78,48.52,49.46,0.9341,115.1,217.99,4.0,95.21
Line-A,Type-Z,96.2,53.11,34.28,1.1362,120.4,206.03,5.0,92.98
Line-B,Type-X,102.56,50.45,52.36,1.1337,121.7,192.81,8.0,96.4
Line-B,Type-Z,105.31,51.64,64.74,1.0239,115.4,211.08,5.0,93.26
Line-B,Type-Y,94.44,50.16,32.11,0.7431,110.3,206.23,2.0,94.99
Line-B,Type-X,101.54,52.72,30.75,0.8889,119.4,227.63,8.0,95.64
Line-B,Type-Y,97.06,51.02,59.07,1.0324,112.6,210.38,4.0,95.84
Line-B,Type-Z,109.79,51.86,57.01,1.1073,104.2,209.13,4.0,92.22
Line-B,Type-X,97.64,51.26,36.8,1.0283,130.3,178.68,6.0,94.31
Line-B,Type-X,111.42,48.23,32.83,1.1466,119.2,167.07,4.0,94.05
Line-A,Type-X,102.6,47.91,68.62,0.6766,132.4,189.72,2.0,94.32
Line-A,Type-Z,94.58,50.01,50.65,0.8559,118.3,198.35,7.0,93.96
Line-A,Type-Y,98.47,50.29,55.81,0.6877,113.3,209.41,4.0,95.48
Line-A,Type-Z,100.89,50.43,56.7,0.8339,119.0,185.83,5.0,93.28
Line-A,Type-X,99.41,49.46,45.9,1.1449,,184.13,8.0,95.61
Line-A,Type-Z,103.59,49.99,53.22,1.0566,124.9,183.84,4.0,92.72
Line-B,Type-Z,91.94,49.43,54.05,1.0817,110.6,189.27,1.0,93.49
Line-B,Type-Z,98.34,47.56,51.5,1.0114,117.0,246.96,7.0,93.69
Line-A,Type-Y,101.77,50.69,,1.0466,106.7,182.18,3.0,95.39
Line-B,Type-Y,91.74,51.75,58.64,0.8698,121.4,188.0,8.0,95.48
Line-B,Type-X,106.4,49.64,67.3,1.3989,106.5,190.46,1.0,93.31
Line-B,Type-X,106.43,47.61,44.45,0.9373,123.3,188.47,8.0,94.48
Line-B,Type-X,101.44,49.8,45.52,1.4476,137.9,219.52,1.0,94.77
Line-B,Type-Y,104.26,47.84,50.77,0.3433,106.1,187.17,8.0,94.84
Line-A,Type-Z,93.7,48.38,62.35,1.0012,121.4,152.97,2.0,93.69
Line-A,Type-Y,99.22,51.78,32.02,1.0556,116.5,197.62,9.0,96.0
Line-B,Type-Z,110.35,49.16,49.68,0.785,128.3,177.53,2.0,93.83
Line-A,Type-Y,93.63,50.95,54.04,0.8331,98.8,224.81,6.0,94.53
Line-B,Type-Y,102.6,46.56,47.94,1.1811,118.6,185.1,8.0,95.38
Line-B,Type-X,107.43,,65.34,0.7522,112.9,188.47,1.0,94.08
Line-A,Type-Y,99.37,50.21,61.61,1.0408,126.5,183.68,8.0,96.32
Line-B,Type-X,108.36,49.76,62.8,1.0987,121.7,192.12,2.0,94.24
Line-A,Type-X,97.83,44.68,68.95,0.8037,132.2,206.99,5.0,93.56
Line-A,Type-Z,96.85,48.62,61.35,0.8847,109.7,141.92,3.0,93.77
Line-A,Type-Z,103.36,51.24,53.7,0.8626,117.7,239.79,7.0,93.58
Line-B,Type-X,94.06,48.5,61.94,1.0502,129.9,219.44,3.0,93.69
Line-B,Type-Y,101.91,49.31,63.08,0.9398,130.1,196.98,2.0,96.13
Line-A,Type-X,99.94,50.63,59.37,0.7574,122.2,230.45,7.0,94.75
Line-B,Type-Z,96.33,45.97,65.95,1.3874,134.6,160.96,7.0,92.21
Line-B,Type-X,100.58,48.81,69.4,0.7491,120.9,210.97,4.0,95.58
Line-B,Type-Z,91.57,49.49,,1.0794,131.2,181.46,9.0,92.78
Line-B,Type-Y,84.07,49.42,45.95,1.1469,113.6,211.74,10.0,95.26
Line-A,Type-Z,102.97,49.89,37.3,0.8777,121.4,204.77,4.0,94.44
Line-B,Type-Z,105.57,50.3,66.93,1.3431,129.6,207.08,7.0,94.2
Line-B,Type-Z,100.13,49.9,66.36,1.0451,,202.44,2.0,92.48
Line-A,Type-X,99.34,46.41,44.52,0.8363,106.7,173.12,7.0,94.44
Line-A,Type-X,101.35,53.47,32.43,1.046,128.8,194.23,3.0,93.32
Line-B,Type-Z,94.73,45.71,49.73,0.726,116.7,175.62,2.0,93.86
Line-A,Type-X,101.56,51.08,43.97,1.2983,119.8,212.27,10.0,95.94
Line-B,Type-Y,105.53,50.62,65.16,1.2779,120.4,230.92,5.0,95.51
Line-B,Type-X,100.59,50.11,45.32,0.8764,136.1,203.01,10.0,94.67
Line-A,Type-X,97.0,50.19,38.32,1.085,138.8,179.42,6.0,93.98
Line-B,Type-X,107.3,47.78,30.07,0.8499,118.9,215.22,10.0,95.88
Line-A,Type-Z,104.99,49.89,64.57,1.0703,123.0,213.56,10.0,94.6
Line-B,Type-Z,104.41,50.59,63.0,1.0704,105.3,192.19,1.0,93.48
Line-B,Type-X,,48.62,37.6,0.7359,113.3,208.45,7.0,94.2
Line-B,Type-Z,92.68,47.69,53.74,0.4681,109.8,150.88,9.0,93.02
Line-A,Type-Z,94.7,49.79,57.8,1.4007,126.0,196.75,8.0,93.58
Line-B,Type-Y,104.14,47.76,46.3,0.9318,130.3,210.64,5.0,94.67
Line-A,Type-Y,99.07,48.88,42.44,0.9303,125.0,196.04,8.0,95.65
Line-B,Type-Y,,49.0,51.07,0.8952,123.1,185.91,5.0,96.21
Line-B,Type-Y,93.28,49.29,34.71,0.9736,127.8,216.01,1.0,94.74
Line-B,Type-X,98.34,52.5,35.24,1.0665,135.1,176.11,5.0,93.72
Line-A,Type-X,101.35,51.31,51.33,1.1876,105.9,208.78,8.0,94.59
Line-A,Type-Y,100.47,46.4,40.62,1.1261,115.7,244.89,2.0,94.85
Line-A,Type-Y,103.43,50.58,58.46,0.8261,137.3,209.58,10.0,95.63
Line-B,Type-Y,96.94,51.08,35.91,1.2565,107.1,152.97,2.0,94.87
Line-A,Type-X,96.71,52.78,43.92,1.217,134.6,179.65,10.0,94.67
Line-A,Type-Y,110.19,47.51,57.71,1.0235,104.6,215.87,6.0,93.98
Line-B,Type-Z,98.0,51.17,42.66,0.7479,122.8,180.04,10.0,94.79
Line-A,Type-X,98.55,47.27,39.17,1.1655,111.4,205.17,3.0,93.02
Line-B,Type-X,104.0,48.08,53.88,1.1492,130.4,178.83,4.0,93.23
Line-B,Type-Z,93.45,47.39,36.1,0.8724,115.1,236.76,3.0,92.98
Line-B,Type-X,103.09,50.03,61.27,0.9581,136.2,159.61,10.0,93.89
Line-A,Type-X,100.54,49.52,60.54,0.9688,115.3,191.5,3.0,94.66
Line-A,Type-X,103.07,49.59,65.61,1.304,113.8,152.97,6.0,94.81
Line-B,Type-Z,107.21,48.54,52.13,0.6568,115.0,178.34,7.0,92.79
Line-B,Type-Y,102.02,49.66,52.94,0.885,108.0,205.0,8.0,96.04
Line-A,Type-X,97.65,52.58,65.04,0.9,114.0,188.51,5.0,93.7
Line-A,Type-Z,108.9,49.87,67.03,0.9812,122.6,180.77,4.0,93.58
Line-B,Type-Y,96.74,47.84,48.84,1.1164,135.8,197.67,2.0,94.41
Line-A,Type-Z,102.45,50.97,61.1,0.9695,126.8,218.2,5.0,94.43
Line-B,Type-X,105.63,51.26,30.1,0.9855,131.0,192.31,8.0,94.71
Line-A,Type-Y,104.67,49.51,49.35,0.8889,123.6,185.68,7.0,95.62
Line-B,Type-X,88.41,,,1.0729,115.2,226.67,3.0,93.88
Line-B,Type-X,99.18,46.89,36.49,1.2095,132.6,177.87,7.0,94.3
Line-A,Type-X,95.5,48.75,46.46,0.7274,112.9,179.66,7.0,94.07
Line-A,Type-Y,102.68,47.6,58.97,1.1597,126.7,191.3,3.0,96.03
Line-B,Type-X,104.74,51.7,53.98,0.728,128.7,212.97,2.0,93.73
Line-A,Type-Z,93.36,51.01,44.24,1.0398,109.7,190.46,5.0,92.53
Line-A,Type-Y,100.81,49.17,49.68,1.1478,122.9,191.35,7.0,96.75
Line-B,Type-X,92.23,50.69,68.19,0.9487,125.9,180.94,3.0,95.06
Line-A,Type-Y,101.99,52.47,31.77,0.6488,115.5,148.64,3.0,95.73
Line-A,Type-Z,108.88,51.58,47.95,1.0361,98.8,199.06,6.0,92.74
Line-A,Type-Y,102.38,52.02,59.76,0.7285,115.5,216.49,5.0,94.96
Line-B,Type-X,104.17,47.0,68.27,0.9553,123.4,202.46,7.0,94.87
Line-A,Type-Z,102.38,,40.57,1.0835,120.1,196.56,1.0,93.36
Line-A,Type-Z,99.07,53.03,59.54,1.3195,104.0,200.66,3.0,91.83
Line-B,Type-Y,103.62,51.1,43.76,1.0398,111.5,168.98,8.0,95.2
Line-A,Type-Z,101.61,48.4,64.61,0.8206,117.4,187.14,6.0,93.0
Line-B,Type-Y,106.36,44.74,60.95,0.948,117.1,212.38,5.0,94.59
Line-B,Type-Y,105.95,52.15,,0.905,117.2,223.02,7.0,95.18
Line-A,Type-X,103.61,49.89,45.0,0.9755,113.6,223.6,8.0,94.46
Line-B,Type-X,103.38,49.97,30.11,1.0566,111.2,204.69,2.0,94.41
Line-B,Type-X,93.97,48.19,62.26,1.0402,107.3,198.65,9.0,95.16
Line-B,Type-X,95.75,48.81,44.92,1.0301,121.9,165.19,9.0,95.45
Line-A,Type-Z,95.65,47.31,61.98,0.932,120.6,203.71,3.0,92.8
Line-A,Type-X,96.01,47.63,61.12,1.0582,115.4,169.29,9.0,94.61
Line-B,Type-X,106.58,51.15,47.8,1.0455,111.3,225.01,5.0,94.54
Line-A,Type-X,99.48,53.46,58.56,0.9803,130.4,228.0,1.0,93.89
Line-A,Type-X,96.62,47.95,39.61,1.3431,105.6,196.76,3.0,93.32
Line-B,Type-X,99.55,49.97,,0.9252,121.0,191.29,5.0,93.91
Line-A,Type-Y,102.95,49.92,37.07,0.8045,107.7,205.01,1.0,94.93
Line-B,Type-Y,99.99,50.01,36.86,1.2234,121.1,170.09,3.0,96.69
Line-A,Type-X,98.91,53.04,67.88,1.0325,123.3,171.43,9.0,95.73
Line-B,Type-Y,101.14,53.31,32.9,0.6081,128.2,179.98,8.0,95.7
Line-A,Type-Y,111.64,54.58,35.29,1.2829,138.7,217.17,8.0,94.07
Line-A,Type-Z,94.49,49.06,61.6,1.2268,114.8,214.05,10.0,93.64
Line-A,Type-X,102.82,49.66,55.97,1.2497,101.6,212.33,4.0,94.1
Line-B,Type-X,99.88,47.13,61.67,0.889,133.8,231.28,10.0,94.56
Line-B,Type-X,106.42,51.74,61.13,1.3502,137.4,197.37,5.0,93.47
Line-A,Type-X,98.12,54.45,36.52,0.8824,114.6,214.38,6.0,93.81
Line-B,Type-Y,104.07,51.2,35.06,1.1258,,223.92,9.0,96.1
Line-A,Type-Z,96.5,50.25,53.36,0.8471,122.8,217.82,8.0,94.34
Line-B,Type-Z,108.24,49.47,55.81,1.0398,112.4,204.48,7.0,93.45
Line-A,Type-Y,102.97,,66.15,0.8045,121.6,195.29,2.0,96.25
Line-A,Type-Z,102.56,51.59,59.32,0.9368,123.4,207.2,3.0,93.79
Line-A,Type-Y,91.78,49.11,63.36,1.06,117.8,191.81,7.0,95.77
Line-B,Type-Y,101.1,50.56,40.85,0.9704,123.7,200.33,9.0,96.25
Line-A,Type-Y,91.18,47.93,44.71,1.2753,111.1,182.37,8.0,95.31
Line-B,Type-Z,104.45,53.63,45.71,1.2368,133.8,193.46,8.0,93.1
Line-B,Type-Y,92.6,49.27,53.09,1.4371,124.9,172.25,2.0,94.9
Line-B,Type-Z,103.94,50.91,66.23,0.8442,132.3,226.32,8.0,93.85
Line-B,Type-Z,101.08,50.85,65.85,1.0531,134.6,237.84,3.0,93.52
Line-A,Type-X,92.55,50.56,67.77,0.7682,110.7,203.87,2.0,95.37
Line-A,Type-Y,106.87,47.87,44.08,1.2789,123.9,206.16,2.0,95.47
Line-B,Type-Z,99.18,48.16,55.78,0.9883,119.9,176.61,2.0,93.44
Line-B,Type-X,101.39,48.46,56.51,0.8955,117.3,202.32,5.0,92.75
Line-A,Type-Z,97.63,45.92,41.49,0.5436,124.2,200.52,5.0,93.68
Line-A,Type-Z,99.05,51.52,55.59,0.8821,110.6,202.66,3.0,93.11
Line-A,Type-X,95.36,44.79,49.45,1.4407,132.5,188.83,10.0,94.08
Line-A,Type-Y,107.97,49.22,,1.0956,118.5,198.3,7.0,95.54
Line-B,Type-Z,99.78,51.8,40.74,0.9626,117.8,181.58,7.0,94.58
Line-B,Type-Z,102.28,51.11,30.09,1.0265,123.2,200.09,4.0,93.79
Line-B,Type-X,91.89,47.41,55.45,0.7774,117.8,191.45,4.0,94.68
Line-B,Type-Z,95.74,48.88,67.11,1.0221,123.3,233.97,6.0,92.81
Line-B,Type-Z,99.79,46.33,56.68,0.7944,117.3,219.76,7.0,93.99
Line-A,Type-X,94.0,49.91,42.99,1.129,130.4,205.22,9.0,95.75
Line-B,Type-Y,102.05,49.35,46.68,1.1236,123.4,189.79,1.0,95.52
Line-B,Type-Z,107.18,48.67,62.45,0.8117,123.4,259.74,6.0,92.66
Line-B,Type-Z,101.69,50.91,58.29,0.8098,,214.67,8.0,94.32
Line-B,Type-X,105.53,52.4,63.28,1.0748,117.3,218.68,1.0,94.32
Line-A,Type-Y,95.1,47.96,35.65,1.0876,138.7,188.49,9.0,95.66
Line-B,Type-Y,102.56,47.1,33.83,0.7809,116.9,191.52,8.0,96.16
Line-B,Type-Y,105.74,48.31,30.71,0.9283,115.1,152.97,1.0,95.05
Line-B,Type-X,95.67,51.48,46.03,1.2062,123.3,215.32,7.0,95.24
Line-B,Type-Z,101.82,45.34,64.75,1.2937,126.1,210.28,5.0,93.13
Line-B,Type-Z,100.31,51.39,66.44,0.9128,128.6,207.63,4.0,93.65
Line-A,Type-Z,95.95,49.62,68.15,0.9944,119.0,184.43,4.0,93.49
Line-B,Type-Z,107.3,52.05,30.19,0.8882,118.6,216.85,4.0,92.88
Line-B,Type-Y,103.84,49.32,42.91,1.134,113.4,220.19,2.0,95.22
Line-B,Type-Z,91.5,52.87,58.17,1.0398,121.4,237.33,1.0,93.43
Line-A,Type-X,101.92,49.21,45.47,1.0349,124.5,194.3,3.0,94.86
Line-B,Type-X,106.33,49.15,66.34,0.6551,117.2,216.14,8.0,94.75
Line-A,Type-Y,105.36,46.5,53.72,1.2823,114.0,152.97,5.0,95.36
Line-B,Type-X,95.19,49.44,58.02,1.0398,127.7,193.77,4.0,94.62
Line-A,Type-Z,95.33,48.13,43.2,1.574,124.7,174.49,7.0,93.74
Line-A,Type-Y,100.96,51.35,34.46,0.5599,116.0,217.25,9.0,96.73
Line-B,Type-X,99.53,50.21,67.62,0.8692,98.7,191.98,2.0,93.89
Line-A,Type-Z,108.73,52.18,65.49,1.3159,108.7,213.97,9.0,93.29
Line-B,Type-X,97.24,47.6,47.17,1.1636,133.6,224.02,3.0,93.43
Line-B,Type-Z,106.18,50.5,63.93,1.1986,127.2,209.69,5.0,93.29
Line-A,Type-Z,98.7,,42.02,0.9191,110.7,194.43,6.0,93.55
Line-A,Type-Y,110.13,47.29,38.93,0.9083,108.5,220.59,7.0,94.3
Line-B,Type-Y,89.91,47.97,36.37,0.8216,111.2,163.37,8.0,94.96
Line-A,Type-Z,98.61,48.65,65.63,0.6245,134.1,189.99,6.0,93.56
Line-B,Type-Z,105.85,48.74,62.65,1.0405,100.2,196.11,3.0,92.57
Line-B,Type-Z,110.32,49.85,68.64,1.055,125.2,142.23,2.0,92.85
Line-A,Type-Z,98.86,49.89,55.32,1.3289,129.7,219.63,5.0,93.68
Line-A,Type-X,101.71,49.03,60.46,0.8798,124.3,204.9,6.0,95.1
Line-A,Type-Z,104.31,49.08,37.08,0.9743,119.8,224.6,10.0,94.76
Line-B,Type-Z,97.93,50.53,30.88,0.834,121.8,205.25,6.0,94.17
Line-A,Type-X,91.71,48.72,69.6,1.1932,106.2,184.76,5.0,93.42
Line-A,Type-Y,93.7,49.67,34.21,0.7969,126.9,195.47,6.0,95.39
Line-B,Type-Y,95.37,49.0,,1.1918,115.7,166.3,8.0,95.57
Line-A,Type-Y,91.73,50.05,51.51,0.8601,,152.97,4.0,95.48
Line-A,Type-X,102.17,51.81,69.74,1.1667,135.5,182.99,4.0,94.27
Line-B,Type-Z,106.61,49.1,31.18,0.7986,125.6,192.34,8.0,94.47
Line-A,Type-Z,,48.46,56.95,1.0432,124.3,196.43,1.0,93.69
Line-B,Type-X,101.54,47.79,44.86,0.8292,136.4,205.99,9.0,94.65
Line-B,Type-X,98.99,47.7,63.95,0.9515,130.0,211.97,8.0,94.12
Line-A,Type-X,106.85,50.84,31.56,1.2468,129.0,191.52,2.0,93.71
Line-B,Type-X,100.14,50.15,48.93,1.1044,124.4,182.53,5.0,95.14
Line-A,Type-Y,105.99,51.03,42.07,1.1017,119.2,203.5,1.0,95.69
Line-A,Type-Z,99.19,46.65,,1.1427,,241.34,6.0,93.29
Line-A,Type-X,104.85,50.46,52.08,1.1315,119.0,208.73,8.0,95.09
Line-B,Type-X,100.19,50.83,64.43,1.0411,111.0,200.32,8.0,94.88
Line-A,Type-X,105.21,48.43,49.01,1.1254,127.6,166.26,6.0,94.17
Line-B,Type-Y,97.73,49.17,34.4,1.2845,125.3,196.06,4.0,95.51
Line-A,Type-Z,104.5,48.36,67.35,0.6361,107.0,197.82,1.0,93.6
Line-B,Type-Y,90.73,47.95,52.26,0.9921,122.4,219.18,6.0,94.65
Line-A,Type-X,113.56,49.71,68.61,1.0187,123.1,225.93,3.0,93.51
Line-A,Type-Z,101.83,,39.4,1.0233,96.8,221.12,7.0,93.92
Line-B,Type-Y,98.0,52.61,42.12,1.0753,120.1,185.94,3.0,95.35
