production_line,shift,operator_experience_years,processing_time_min,temperature,humidity,measurement_A,measurement_B,measurement_C,defect_status
Line-1,주간,4.0,29.4,29.6,37.9,112.23,214.01,44.73,0
Line-2,야간,3.0,21.4,22.3,53.0,117.79,184.77,57.54,0
Line-1,야간,6.0,34.5,22.0,58.1,112.73,210.51,44.79,0
Line-1,주간,11.0,22.7,26.4,38.4,104.11,192.37,56.36,0
Line-3,야간,13.0,36.5,20.3,29.4,85.58,184.67,49.57,0
Line-1,야간,14.0,32.7,26.1,60.6,103.53,211.81,50.09,0
Line-3,야간,0.0,28.4,28.9,44.9,87.28,201.49,44.73,1
Line-1,주간,0.0,29.4,20.8,53.0,104.11,180.74,46.92,0
Line-1,주간,4.0,35.9,26.4,49.9,96.27,200.78,55.85,0
Line-1,주간,15.0,39.9,34.2,49.3,102.72,200.01,60.8,0
Line-2,야간,3.0,28.9,32.1,56.2,97.17,215.2,60.05,0
Line-3,야간,5.0,27.5,26.4,57.0,82.74,187.78,57.78,0
Line-2,야간,11.0,38.3,28.5,61.2,84.44,217.72,59.56,0
Line-3,주간,14.0,27.5,25.3,56.4,102.18,196.85,46.34,0
Line-1,주간,10.0,40.6,29.2,41.9,106.13,219.95,44.86,0
Line-3,주간,14.0,35.1,20.2,39.0,113.1,196.62,50.67,0
Line-3,주간,2.0,21.4,28.5,50.8,103.96,196.5,54.82,0
Line-2,야간,12.0,33.8,27.2,50.5,90.08,217.83,52.64,0
Line-1,야간,2.0,31.0,25.7,57.9,89.49,194.47,46.98,0
Line-2,야간,13.0,27.0,27.7,59.9,99.49,184.75,54.13,0
Line-1,주간,11.0,18.9,25.8,46.6,80.71,207.68,59.45,0
Line-2,주간,13.0,22.8,20.5,64.8,114.33,202.57,56.32,0
Line-1,야간,4.0,31.5,20.4,51.2,91.63,212.78,53.64,0
Line-3,주간,3.0,25.5,22.2,46.8,92.51,207.12,57.43,0
Line-1,주간,4.0,30.0,26.2,52.9,96.69,206.75,56.69,0
Line-3,주간,0.0,27.3,24.6,68.7,102.76,206.79,45.53,0
Line-2,야간,14.0,24.3,29.6,40.1,95.78,168.4,41.16,0
Line-1,야간,0.0,23.8,25.1,54.5,100.57,192.49,57.09,0
Line-3,야간,,34.4,23.7,50.2,98.94,196.27,50.23,0
Line-2,주간,12.0,24.2,21.2,60.0,99.56,219.86,42.79,0
Line-2,야간,1.0,32.4,28.8,53.0,102.07,202.14,50.53,0
Line-1,야간,6.0,19.5,28.8,56.1,108.9,168.35,44.73,0
Line-1,야간,8.0,30.7,23.7,64.1,110.46,176.58,53.36,0
Line-2,주간,4.0,34.7,23.1,57.9,84.82,184.26,44.73,0
Line-2,주간,6.0,26.8,27.9,62.6,114.54,188.1,43.02,0
Line-1,주간,13.0,33.1,24.7,34.3,98.71,191.54,52.01,0
Line-1,야간,5.0,35.0,25.6,58.8,107.92,189.13,40.55,0
Line-3,야간,3.0,29.1,20.7,45.0,107.57,201.93,60.36,0
Line-1,야간,12.0,31.1,24.4,60.3,102.07,211.48,54.44,0
Line-1,야간,13.0,33.6,25.9,64.2,90.19,209.88,51.75,0
Line-3,야간,5.0,22.0,29.4,51.9,97.19,216.9,51.5,0
Line-3,주간,11.0,16.8,25.2,58.5,100.85,183.53,46.1,0
Line-2,주간,,33.4,25.7,42.5,104.71,175.61,52.02,0
Line-1,야간,8.0,26.2,23.7,60.8,107.63,169.0,43.88,0
Line-3,주간,12.0,24.1,22.4,58.8,93.88,196.81,49.47,0
Line-2,주간,7.0,26.0,27.7,60.6,111.53,208.96,45.92,0
Line-3,야간,12.0,28.0,23.0,48.5,96.1,197.97,46.26,0
Line-3,주간,9.0,28.5,26.0,49.2,101.28,222.48,46.57,0
Line-1,야간,7.0,30.8,27.2,69.6,85.45,207.8,44.94,0
Line-3,주간,11.0,28.9,26.4,61.2,90.19,185.41,52.34,0
Line-1,야간,5.0,26.0,28.2,58.0,96.23,202.75,44.28,0
Line-3,주간,13.0,39.9,23.2,35.6,96.86,192.37,45.86,0
Line-1,야간,14.0,29.2,24.7,51.9,110.24,201.17,39.96,0
Line-3,주간,0.0,33.7,22.0,49.7,101.83,171.48,31.83,0
Line-1,주간,2.0,32.6,23.8,43.5,107.79,213.93,47.43,0
Line-2,주간,4.0,30.9,27.2,53.6,105.25,178.59,60.43,0
Line-2,야간,10.0,24.1,24.0,42.6,98.1,186.51,50.26,0
Line-3,야간,14.0,32.6,26.1,51.4,107.32,217.51,51.2,0
Line-1,야간,13.0,33.4,23.7,59.1,104.36,205.37,48.24,0
Line-1,야간,12.0,31.7,22.3,57.9,120.98,209.46,45.56,0
Line-1,주간,10.0,28.0,30.2,43.6,99.05,156.85,47.75,0
Line-3,주간,10.0,33.9,23.6,49.3,98.4,212.51,43.99,0
Line-1,주간,5.0,21.1,23.0,58.2,106.95,186.83,50.08,0
Line-3,야간,1.0,31.4,21.3,50.6,89.49,172.11,45.4,0
Line-2,주간,2.0,24.3,27.2,49.4,101.63,199.2,52.31,0
Line-1,야간,10.0,39.9,24.8,51.8,102.74,196.95,42.86,0
Line-1,주간,12.0,26.9,28.2,51.9,124.84,195.64,51.4,0
Line-2,야간,5.0,38.1,24.4,54.5,102.43,179.69,50.95,0
Line-3,주간,9.0,27.7,24.9,44.2,107.37,168.94,47.59,0
Line-1,야간,6.0,33.7,26.0,61.2,106.94,205.6,56.38,0
Line-3,야간,12.0,30.6,26.0,48.3,93.67,215.31,53.42,0
Line-2,야간,7.0,27.1,21.6,63.3,95.94,187.27,49.92,0
Line-1,야간,4.0,30.8,20.8,51.9,94.21,191.17,52.09,0
Line-1,주간,,27.4,28.1,35.3,104.27,178.02,49.58,0
Line-1,야간,7.0,24.5,22.9,67.3,90.05,209.0,45.46,0
Line-1,야간,10.0,22.2,21.0,35.4,94.41,208.02,58.24,0
Line-1,주간,11.0,33.0,23.9,41.5,98.63,173.92,51.71,0
Line-3,주간,6.0,25.7,24.6,64.4,93.52,190.7,49.94,0
Line-1,주간,0.0,36.2,26.4,49.7,108.18,235.7,47.31,0
Line-1,주간,0.0,40.1,21.7,50.9,107.26,174.91,55.42,0
Line-1,주간,15.0,30.3,23.8,54.7,97.39,240.62,47.78,0
Line-1,주간,8.0,30.7,26.4,53.1,98.11,180.51,55.31,0
Line-3,주간,14.0,25.6,19.7,66.2,94.72,211.22,49.99,0
Line-1,야간,11.0,21.6,25.2,57.8,99.15,231.36,44.45,0
Line-1,야간,2.0,29.9,29.0,52.8,107.6,157.58,61.71,0
Line-1,야간,13.0,35.2,30.8,63.5,93.94,224.5,55.08,0
Line-3,주간,2.0,28.5,26.1,49.0,110.71,211.61,44.73,0
Line-2,주간,0.0,28.3,21.6,58.5,83.94,183.42,49.94,0
Line-1,야간,1.0,30.1,26.4,38.4,106.89,149.95,47.38,0
Line-1,주간,14.0,19.6,21.0,34.8,89.49,237.63,41.23,0
Line-1,주간,7.0,33.0,22.3,44.7,87.47,195.33,58.51,0
Line-3,야간,10.0,30.5,26.9,42.4,100.4,214.07,51.32,0
Line-1,주간,5.0,30.6,28.5,59.0,101.32,205.15,44.4,0
Line-2,주간,0.0,26.9,24.7,49.1,110.54,213.47,48.17,0
Line-3,야간,15.0,26.7,27.9,47.1,116.6,192.23,41.77,0
Line-2,야간,0.0,31.4,23.1,39.8,101.01,198.57,50.55,0
Line-3,주간,11.0,39.7,25.6,62.9,96.3,216.78,49.65,0
Line-1,주간,10.0,22.7,22.6,46.1,95.83,187.05,47.37,0
Line-1,야간,9.0,23.3,22.5,73.7,80.32,197.19,45.06,0
Line-2,야간,14.0,29.2,27.1,42.3,105.99,212.71,61.07,0
Line-3,야간,4.0,27.1,29.8,30.5,94.22,186.78,46.96,0
Line-3,주간,13.0,32.2,28.1,51.9,96.1,183.17,52.75,0
Line-3,주간,13.0,33.5,21.6,41.0,94.99,178.85,52.99,0
Line-2,주간,7.0,30.8,27.9,44.3,98.82,158.25,50.5,0
Line-1,야간,15.0,32.7,26.4,50.9,102.2,193.51,56.83,0
Line-3,야간,9.0,19.3,23.8,39.3,98.13,217.72,51.62,0
Line-3,주간,2.0,33.4,23.2,35.1,116.73,192.37,56.03,0
Line-2,주간,1.0,45.3,30.3,52.2,92.17,213.56,49.05,0
Line-2,주간,7.0,27.7,27.7,38.3,99.52,210.22,47.94,0
Line-3,주간,14.0,32.8,26.4,53.4,106.82,157.5,46.72,0
Line-1,주간,7.0,27.9,25.7,52.4,109.51,178.23,40.98,0
Line-3,야간,8.0,,22.3,66.3,91.27,192.37,47.71,0
Line-1,주간,15.0,33.9,26.4,76.3,105.04,193.53,44.73,0
Line-2,주간,12.0,32.9,19.0,61.4,88.13,195.41,49.88,0
Line-3,야간,4.0,26.8,29.0,61.0,102.92,192.16,49.07,0
Line-1,주간,4.0,34.3,18.5,61.3,101.89,214.54,47.1,0
Line-3,주간,12.0,29.0,24.5,52.5,117.86,197.37,46.91,0
Line-3,주간,12.0,25.9,23.6,57.2,115.88,170.68,48.23,0
Line-1,주간,10.0,33.7,28.8,56.8,104.12,197.27,51.07,0
Line-3,야간,14.0,24.8,19.6,64.1,103.27,190.85,52.35,0
Line-1,야간,11.0,26.6,24.4,42.8,98.28,220.5,52.72,0
Line-2,주간,13.0,31.9,28.9,57.1,99.48,189.68,41.98,0
Line-2,주간,2.0,26.8,26.9,22.8,102.28,222.7,39.95,0
Line-2,야간,9.0,31.4,26.5,48.4,102.51,192.37,51.66,0
Line-2,주간,14.0,26.9,21.3,45.9,110.04,185.05,58.7,0
Line-2,주간,7.0,14.4,19.4,63.8,97.35,200.59,56.22,0
Line-1,야간,8.0,44.3,25.8,40.6,87.49,170.35,44.0,0
Line-1,주간,0.0,35.5,26.8,62.2,103.84,208.96,61.36,0
Line-1,주간,7.0,30.0,20.6,39.8,105.32,166.76,56.81,0
Line-1,야간,2.0,,24.0,53.7,97.04,178.78,49.34,0
Line-3,야간,15.0,39.4,29.1,27.9,94.35,193.16,50.56,0
Line-2,야간,,33.3,23.5,44.6,98.0,186.81,44.07,0
Line-2,주간,4.0,33.5,28.8,33.7,98.22,209.27,50.09,0
Line-1,주간,1.0,28.9,21.9,55.5,92.97,171.67,56.7,0
Line-2,주간,12.0,33.7,25.7,54.5,102.84,171.99,40.69,0
Line-1,야간,15.0,32.5,18.0,53.3,99.16,238.83,58.1,0
Line-3,야간,0.0,24.1,21.4,59.2,114.94,189.56,49.92,0
Line-2,야간,0.0,22.7,26.9,47.4,92.55,215.28,57.09,0
Line-2,주간,10.0,43.1,23.2,48.9,91.67,183.34,53.71,0
Line-3,야간,7.0,27.0,24.9,59.1,107.89,191.35,52.45,0
Line-1,야간,12.0,23.8,23.7,51.9,92.24,200.74,59.11,0
Line-2,야간,8.0,32.2,24.4,37.8,104.56,172.85,50.26,0
Line-2,주간,9.0,28.6,23.9,49.4,101.39,236.08,45.89,0
Line-3,주간,12.0,26.6,24.6,49.3,81.65,194.41,56.6,0
Line-3,야간,14.0,20.6,25.0,46.8,107.14,186.72,48.6,0
Line-2,주간,2.0,43.0,23.0,61.4,117.25,205.43,53.36,0
Line-2,주간,12.0,29.2,21.4,57.9,97.97,208.85,52.32,0
Line-1,주간,1.0,29.2,27.8,52.7,92.53,200.39,46.66,0
Line-2,야간,7.0,34.5,23.6,46.9,104.06,187.23,42.01,0
Line-1,야간,14.0,33.6,22.4,63.6,85.93,197.94,43.54,0
Line-1,주간,1.0,25.4,27.6,43.3,101.91,206.28,55.38,0
Line-2,야간,3.0,30.3,20.0,39.7,115.5,214.18,45.71,0
Line-1,야간,1.0,28.4,23.0,62.1,102.16,214.58,51.44,0
Line-2,야간,12.0,25.6,26.3,32.1,105.14,208.82,44.77,0
Line-3,야간,12.0,30.8,23.0,49.8,102.79,203.63,43.91,0
Line-1,야간,4.0,29.4,24.8,48.3,102.69,167.73,47.75,0
Line-2,야간,4.0,29.0,30.9,55.1,112.99,205.75,51.83,0
Line-2,야간,8.0,34.9,26.7,38.0,104.47,183.19,49.74,0
Line-1,주간,13.0,28.9,24.0,52.4,83.68,227.48,55.61,0
Line-3,야간,13.0,16.9,26.9,33.9,112.52,214.42,50.8,0
Line-3,야간,8.0,32.6,17.5,45.8,94.52,174.39,49.71,0
Line-2,야간,2.0,32.2,21.3,51.9,89.25,202.2,52.62,0
Line-1,주간,8.0,25.6,29.3,53.4,100.7,199.76,44.3,0
Line-3,주간,4.0,26.6,20.5,50.9,94.43,184.47,53.04,0
Line-3,야간,7.0,23.8,22.3,34.8,97.26,214.22,51.69,0
Line-1,주간,14.0,31.3,26.2,50.2,106.17,192.37,50.06,0
Line-2,야간,6.0,32.0,26.6,39.7,113.2,218.65,52.86,0
Line-1,주간,14.0,28.7,22.9,69.2,100.26,196.58,48.3,0
Line-2,야간,9.0,26.6,25.3,46.1,106.17,188.71,50.53,0
Line-1,주간,10.0,32.8,24.3,57.3,103.82,220.38,63.29,0
Line-2,주간,13.0,30.1,21.8,43.1,116.57,220.3,59.75,0
Line-3,주간,3.0,33.4,27.1,58.8,113.57,205.11,56.31,0
Line-3,주간,4.0,33.0,29.3,55.8,93.66,212.58,52.19,0
Line-2,야간,15.0,38.5,21.7,59.0,92.64,187.27,42.55,0
Line-2,주간,2.0,37.9,27.6,50.4,89.15,178.83,50.06,0
Line-1,주간,11.0,36.2,31.5,48.6,108.72,188.15,50.94,0
Line-3,야간,11.0,32.3,21.8,34.2,101.87,175.02,49.21,0
Line-1,주간,8.0,31.1,26.9,41.8,89.49,217.42,52.24,0
Line-2,주간,12.0,43.3,21.0,54.4,114.58,151.61,46.06,0
Line-3,야간,11.0,22.6,22.0,43.1,100.49,218.18,46.26,0
Line-1,야간,14.0,27.4,18.9,37.1,102.93,163.19,43.44,0
Line-1,주간,15.0,36.0,29.0,32.7,86.51,219.3,43.55,0
Line-1,주간,12.0,31.1,26.4,31.3,94.05,202.45,46.58,0
Line-1,야간,4.0,29.7,26.4,38.5,88.81,218.08,40.14,0
Line-2,야간,5.0,29.8,23.8,43.2,92.48,222.23,42.6,0
Line-2,주간,13.0,35.9,21.5,41.5,102.91,198.72,48.73,0
Line-1,야간,15.0,32.1,25.1,57.0,106.72,184.01,56.15,0
Line-1,주간,7.0,33.5,27.3,51.8,109.05,179.03,48.12,0
Line-1,야간,12.0,24.8,16.0,38.7,87.9,221.85,51.1,0
Line-3,주간,7.0,33.6,18.6,62.4,107.42,224.72,52.47,0
Line-1,주간,4.0,28.3,25.4,48.8,95.67,195.92,49.41,0
Line-1,야간,6.0,38.6,25.6,72.3,89.36,190.58,47.93,0
Line-1,주간,10.0,34.8,25.6,50.2,98.61,172.78,56.71,0
Line-3,야간,7.0,32.6,25.3,56.8,100.55,168.47,54.27,0
Line-1,야간,13.0,25.6,25.2,47.7,99.73,175.6,44.73,0
Line-1,주간,9.0,27.6,28.9,62.5,104.58,162.67,49.78,0
Line-3,야간,4.0,30.9,22.9,31.0,103.86,198.78,50.87,0
Line-2,야간,13.0,29.1,24.9,57.5,110.8,195.86,55.42,0
Line-2,야간,13.0,29.4,26.4,31.2,125.04,214.23,49.73,0
Line-2,주간,5.0,20.8,19.8,50.2,99.8,216.05,51.26,0
Line-2,야간,8.0,30.2,29.0,65.7,115.3,167.92,53.1,0
Line-3,야간,14.0,28.6,25.9,62.0,94.13,210.41,50.0,0
Line-3,야간,6.0,33.3,21.3,50.7,103.18,200.62,56.48,0
Line-3,야간,13.0,35.5,22.5,53.9,86.09,204.44,45.45,0
Line-2,주간,13.0,25.2,26.7,45.8,97.81,192.27,47.13,0
Line-1,주간,9.0,33.4,30.9,49.3,112.48,209.28,48.9,0
Line-3,야간,3.0,32.1,26.6,42.4,86.01,215.13,53.65,0
Line-3,야간,3.0,31.9,23.1,69.8,108.88,156.63,49.7,0
Line-3,주간,6.0,33.1,26.8,48.1,107.85,222.27,47.67,0
Line-2,야간,4.0,26.2,28.2,39.0,108.57,192.37,43.99,0
Line-1,주간,8.0,33.3,21.1,45.7,113.99,240.75,59.38,0
Line-3,야간,0.0,25.9,22.5,54.5,94.63,195.13,43.58,0
Line-3,야간,10.0,27.7,23.0,44.9,125.45,201.85,47.6,0
Line-1,야간,,,23.4,59.2,96.25,194.17,51.01,0
Line-1,야간,1.0,28.3,20.1,55.2,80.21,206.96,47.03,0
Line-1,야간,0.0,,25.3,47.7,102.51,189.93,46.53,0
Line-1,주간,8.0,,28.8,40.5,86.82,189.88,46.98,0
Line-1,야간,12.0,28.7,21.7,48.0,115.31,157.42,53.93,0
Line-2,야간,6.0,29.6,33.3,51.4,95.78,226.36,49.98,0
Line-1,야간,15.0,35.7,26.6,61.6,81.02,182.84,47.57,0
Line-1,야간,15.0,33.9,27.8,41.0,91.03,215.75,52.62,0
Line-1,야간,4.0,31.3,28.1,72.5,109.03,213.01,45.72,0
Line-1,야간,7.0,32.8,24.3,40.4,95.98,167.74,50.56,0
Line-1,주간,6.0,34.0,23.4,42.4,105.47,159.39,53.34,0
Line-2,야간,0.0,29.9,28.0,51.9,104.86,205.33,44.42,0
Line-3,주간,9.0,34.0,21.8,48.3,87.14,191.58,49.57,0
Line-3,야간,9.0,33.8,21.3,61.6,116.03,210.13,48.84,0
Line-1,야간,2.0,24.3,26.7,41.2,108.53,192.37,43.44,0
Line-1,야간,2.0,17.8,26.4,49.9,113.81,192.37,51.6,0
Line-3,야간,15.0,28.6,27.3,33.4,80.95,189.5,48.89,0
Line-1,주간,0.0,37.4,23.2,51.9,108.37,214.41,52.67,0
Line-1,야간,5.0,27.2,19.1,40.8,111.4,188.05,45.17,0
Line-1,주간,2.0,38.7,23.0,27.0,106.13,185.7,55.21,0
Line-3,야간,5.0,27.7,24.0,61.0,108.55,172.93,46.89,0
Line-3,주간,0.0,32.4,23.5,34.6,85.04,213.95,53.37,0
Line-1,야간,10.0,43.0,29.2,71.5,93.0,180.0,51.41,0
Line-1,야간,15.0,22.1,26.1,54.6,111.78,197.63,52.66,0
Line-1,야간,0.0,35.2,25.1,64.8,88.13,198.74,47.92,0
Line-2,야간,13.0,21.1,18.5,57.3,76.4,248.39,49.97,0
Line-2,야간,0.0,37.4,24.3,43.0,113.79,225.46,43.76,0
Line-1,야간,4.0,32.6,22.8,51.8,87.68,200.37,55.58,0
Line-1,야간,1.0,33.6,26.8,47.0,107.17,201.45,58.31,0
Line-1,주간,7.0,31.9,19.9,38.1,105.2,188.31,45.5,0
Line-1,주간,13.0,27.5,26.3,42.7,95.82,195.23,50.11,0
Line-1,야간,4.0,28.9,22.6,40.5,93.18,191.11,54.85,0
Line-3,주간,13.0,22.6,28.7,51.1,77.6,186.27,45.15,0
Line-2,주간,12.0,30.2,28.4,59.5,111.83,217.89,53.9,0
Line-1,주간,6.0,24.6,22.1,27.2,115.21,192.37,47.01,0
Line-1,주간,15.0,25.5,30.1,39.1,91.79,207.4,43.34,0
Line-2,주간,7.0,24.5,28.2,54.8,107.38,238.26,35.39,0
Line-1,주간,0.0,23.0,22.6,53.4,113.35,184.15,51.8,0
Line-2,주간,15.0,34.4,26.5,63.8,99.0,187.25,54.73,0
Line-3,야간,5.0,35.2,25.7,42.2,97.74,170.77,48.91,0
Line-1,주간,3.0,32.4,17.1,54.6,100.24,192.37,37.71,0
Line-1,주간,6.0,33.8,23.7,49.3,104.08,166.43,41.84,0
Line-1,주간,1.0,33.6,28.3,43.9,110.35,226.25,51.21,0
Line-3,야간,13.0,36.9,26.4,56.1,86.03,206.78,59.41,0
Line-1,주간,2.0,31.5,27.5,48.5,100.12,181.39,47.96,0
Line-2,야간,8.0,27.1,25.2,45.9,91.88,244.82,44.87,0
Line-3,야간,2.0,34.7,24.9,62.9,97.3,179.52,58.99,0
Line-3,주간,8.0,32.7,24.8,53.1,83.96,203.11,55.38,0
Line-2,주간,1.0,32.2,25.8,59.5,100.13,198.01,51.23,0
Line-2,주간,3.0,29.1,26.4,46.6,103.06,220.57,49.55,0
Line-3,주간,7.0,29.4,26.0,43.6,84.21,224.54,40.57,0
Line-2,주간,0.0,24.4,20.9,47.1,100.38,183.16,51.83,0
Line-3,주간,12.0,24.3,20.9,61.8,108.13,204.12,41.67,0
Line-3,주간,11.0,27.1,26.5,52.4,101.82,178.11,44.73,0
Line-2,야간,4.0,33.0,28.0,46.7,88.49,216.54,41.61,0
Line-2,야간,14.0,37.8,29.1,51.9,86.47,181.71,51.49,0
Line-2,야간,10.0,28.1,26.6,51.9,102.67,207.11,53.11,0
Line-3,야간,13.0,30.7,26.5,45.8,106.43,234.14,56.76,0
Line-1,야간,3.0,29.7,23.3,39.5,118.58,220.68,45.12,0
Line-1,주간,12.0,31.2,24.2,37.9,80.5,206.76,49.23,0
Line-3,주간,15.0,28.9,27.0,44.5,102.99,175.34,49.54,0
Line-1,주간,4.0,38.7,23.5,57.8,97.9,216.71,59.08,0
Line-1,주간,3.0,27.3,22.3,49.3,109.35,184.07,44.17,0
Line-2,주간,7.0,31.9,31.5,41.7,112.31,206.57,48.18,0
Line-2,야간,6.0,27.5,19.7,51.1,97.71,182.93,46.93,0
Line-3,야간,7.0,22.8,21.7,44.2,107.02,225.01,44.65,0
Line-1,주간,11.0,30.3,26.9,42.1,81.94,201.55,49.5,0
Line-3,주간,5.0,33.2,28.4,49.2,105.82,232.75,46.0,0
Line-2,야간,15.0,36.1,29.3,56.0,110.22,194.87,49.66,0
Line-2,야간,4.0,24.4,24.2,48.4,99.66,222.37,55.35,0
Line-1,야간,9.0,29.4,20.0,39.1,107.73,209.17,38.92,0
Line-2,주간,2.0,,26.1,27.4,107.77,186.96,54.42,0
Line-2,야간,14.0,33.0,26.2,46.7,89.74,213.51,58.0,0
Line-3,야간,1.0,31.1,25.9,40.2,96.5,142.7,47.73,0
Line-1,야간,12.0,29.6,28.4,68.1,94.58,178.5,55.88,0
Line-3,주간,4.0,28.6,24.4,42.2,105.96,192.26,45.93,0
Line-3,주간,12.0,26.5,22.4,16.0,99.41,183.86,46.75,0
Line-2,주간,6.0,31.7,24.4,53.7,92.31,184.55,51.48,0
Line-1,야간,11.0,30.8,20.8,56.0,99.31,221.57,61.31,0
Line-1,주간,1.0,35.8,24.5,56.1,83.81,203.59,50.55,0
Line-2,주간,6.0,44.0,27.5,51.9,109.39,187.12,39.2,0
Line-1,주간,4.0,31.9,25.1,66.9,89.3,190.86,50.85,0
Line-2,야간,4.0,36.4,26.8,55.6,106.92,186.95,48.34,0
Line-1,주간,13.0,32.4,27.4,26.3,103.08,168.87,48.49,0
Line-2,야간,6.0,26.7,24.2,43.3,100.13,170.16,56.74,0
Line-3,주간,13.0,29.5,20.7,47.2,95.02,167.37,47.73,0
Line-3,야간,,26.3,25.4,57.3,88.79,209.74,46.75,0
Line-2,야간,12.0,32.9,20.0,45.5,113.8,218.09,48.87,0
Line-1,야간,3.0,28.8,24.4,70.3,96.66,183.93,48.97,0
Line-2,야간,4.0,23.0,27.9,60.4,86.95,191.34,59.45,0
Line-1,주간,10.0,30.6,26.9,33.3,86.95,189.43,52.38,0
Line-3,야간,14.0,33.9,25.7,30.1,101.05,202.95,47.78,0
Line-3,야간,10.0,26.1,28.9,41.4,104.55,210.2,54.21,0
Line-3,야간,5.0,26.5,29.7,36.5,87.15,189.87,44.73,0
Line-1,야간,13.0,36.9,25.6,62.4,100.65,192.37,47.56,0
Line-3,주간,10.0,31.6,24.9,67.5,104.01,168.4,47.83,0
Line-1,야간,0.0,36.7,30.1,45.3,106.74,192.55,59.96,0
Line-1,주간,15.0,27.9,26.4,54.9,113.95,204.72,51.17,0
Line-3,야간,13.0,25.0,29.6,53.2,109.16,212.96,52.41,0
Line-2,주간,2.0,37.7,22.3,40.5,90.24,218.5,54.29,0
Line-1,야간,1.0,30.1,27.7,37.3,101.61,226.62,47.13,0
Line-2,야간,13.0,22.2,26.2,54.6,83.46,196.52,54.17,0
Line-2,야간,3.0,17.7,23.4,54.1,95.82,196.97,48.06,0
Line-1,야간,,22.8,29.7,51.6,93.47,199.0,45.39,0
Line-2,주간,15.0,32.5,23.2,56.1,110.53,192.37,41.84,0
Line-1,야간,6.0,34.1,27.9,55.0,90.2,142.05,50.2,0
Line-1,야간,5.0,22.5,22.4,54.2,96.05,192.65,44.73,0
Line-2,주간,7.0,28.6,22.8,45.3,93.62,173.58,50.58,0
Line-3,야간,13.0,23.0,27.8,44.6,96.66,217.18,51.58,0
Line-3,주간,2.0,23.4,22.6,42.2,90.42,191.77,54.05,0
Line-2,야간,8.0,29.7,28.6,55.1,96.02,158.82,49.95,0
Line-3,주간,9.0,27.8,23.6,42.1,97.7,199.47,50.65,0
Line-2,주간,3.0,22.4,25.6,57.2,88.51,192.37,52.91,0
Line-3,야간,8.0,,28.4,40.8,106.06,197.91,47.41,0
Line-2,주간,11.0,27.9,27.1,51.7,104.24,223.04,53.54,0
Line-2,주간,0.0,19.8,25.1,31.3,100.69,171.09,47.94,0
Line-1,야간,13.0,24.5,24.7,36.9,89.71,226.55,58.07,0
Line-1,주간,0.0,27.4,20.4,46.5,101.37,215.16,47.56,0
Line-2,야간,2.0,34.7,27.5,47.9,85.22,197.3,50.35,0
Line-2,야간,7.0,24.6,23.9,52.1,105.33,179.29,55.79,0
Line-1,주간,1.0,33.1,26.8,31.8,98.39,187.01,50.02,0
Line-2,야간,0.0,26.8,26.8,54.4,94.75,200.44,49.67,0
Line-2,야간,10.0,27.2,25.6,30.1,103.13,235.82,49.35,0
Line-1,야간,0.0,33.1,19.8,56.2,117.08,191.03,50.21,0
Line-2,주간,15.0,35.4,19.2,46.1,106.02,217.24,38.12,0
Line-1,야간,4.0,28.3,27.0,63.6,76.18,205.87,51.71,0
Line-1,주간,11.0,30.5,27.0,45.0,101.9,215.47,53.83,0
Line-1,야간,0.0,23.8,24.7,45.5,111.0,207.49,43.7,0
Line-2,주간,4.0,20.3,26.8,55.6,96.01,193.02,46.12,0
Line-2,주간,9.0,32.3,25.2,56.2,102.79,206.64,42.86,0
Line-1,야간,12.0,35.6,23.8,52.2,127.98,187.71,44.94,0
Line-2,야간,13.0,33.2,24.3,37.4,86.4,197.99,52.44,0
Line-2,야간,5.0,35.3,27.6,43.4,98.28,199.76,47.89,0
Line-2,야간,3.0,36.1,27.2,52.0,102.75,191.24,51.37,0
Line-3,야간,7.0,28.1,26.4,55.0,100.9,231.84,47.65,0
Line-3,야간,8.0,29.0,26.7,51.9,104.09,200.9,59.13,0
Line-1,야간,8.0,20.3,30.3,25.8,102.05,223.97,45.37,0
Line-2,주간,12.0,33.3,26.5,52.2,97.87,222.07,47.3,0
Line-3,주간,7.0,31.4,26.4,48.7,104.98,214.15,49.36,0
Line-3,야간,2.0,25.7,16.6,57.4,88.28,190.98,48.46,1
Line-3,주간,5.0,36.5,27.6,68.1,85.96,176.0,47.06,0
Line-2,주간,6.0,30.7,26.0,29.7,99.72,219.99,46.12,0
Line-2,야간,1.0,24.2,24.3,54.9,92.58,192.56,41.73,0
Line-3,야간,9.0,28.5,18.2,18.8,95.31,204.39,59.62,0
Line-3,야간,5.0,22.8,18.9,60.9,78.36,212.37,49.03,0
Line-1,야간,6.0,32.1,22.3,51.5,86.45,194.67,58.81,0
Line-2,주간,2.0,27.8,24.2,42.4,116.44,253.43,54.55,0
Line-3,주간,0.0,25.2,24.5,49.1,79.76,169.72,41.92,0
Line-1,주간,6.0,36.3,21.2,57.4,110.0,187.26,38.89,0
Line-1,주간,14.0,25.2,27.7,52.9,99.67,206.44,56.53,0
Line-2,주간,13.0,29.8,24.7,55.5,102.87,196.67,48.59,0
Line-2,야간,4.0,33.8,23.8,63.3,89.97,196.99,51.16,0
Line-2,야간,11.0,,22.4,62.8,93.44,197.7,51.12,0
Line-2,야간,10.0,23.7,29.6,58.7,98.31,188.27,56.45,0
Line-1,야간,12.0,35.0,23.8,49.4,89.29,216.17,60.3,0
