tenure_months,contract_type,payment_method,internet_service,monthly_charge,total_charges,data_usage_gb,support_calls,addon_services,churn
42.0,무약정,지류,기가,89588.0,3902240.0,352.0,8.0,0.0,1
69.0,1년,자동이체,기가,32399.0,1799068.0,240.0,5.0,4.0,0
7.0,무약정,자동이체,기가,141104.0,921849.0,432.0,5.0,2.0,1
18.0,1년,신용카드,미사용,65953.0,966379.0,146.0,1.0,3.0,0
67.0,무약정,,기가,,6340610.0,94.0,7.0,3.0,1
25.0,무약정,지류,미사용,92691.0,1908249.0,360.0,10.0,3.0,1
2.0,2년,자동이체,미사용,36580.0,65414.0,215.0,6.0,1.0,1
41.0,1년,신용카드,광랜,79592.0,3063222.0,283.0,2.0,1.0,1
40.0,무약정,신용카드,미사용,117617.0,3853570.0,213.0,9.0,1.0,1
28.0,무약정,자동이체,광랜,29669.0,868369.0,180.0,10.0,4.0,1
33.0,무약정,지류,기가,44455.0,1589499.0,418.0,3.0,0.0,1
,2년,자동이체,,128956.0,6371025.0,119.0,5.0,1.0,1
33.0,2년,지류,기가,119641.0,4711528.0,262.0,8.0,3.0,1
25.0,2년,지류,기가,78872.0,1754548.0,235.0,1.0,,0
60.0,2년,지류,기가,21360.0,1192336.0,465.0,7.0,4.0,0
63.0,2년,자동이체,광랜,74281.0,4528823.0,92.0,5.0,5.0,0
26.0,무약정,자동이체,기가,108775.0,,201.0,9.0,4.0,1
67.0,무약정,자동이체,미사용,47513.0,3731658.0,203.0,0.0,4.0,0
14.0,1년,신용카드,기가,137757.0,1875488.0,485.0,1.0,2.0,1
66.0,2년,지류,미사용,20038.0,1311156.0,26.0,2.0,4.0,0
20.0,무약정,신용카드,미사용,121067.0,2765816.0,231.0,9.0,3.0,1
72.0,1년,자동이체,광랜,138915.0,11802295.0,434.0,2.0,0.0,0
36.0,무약정,지류,,73785.0,2322588.0,360.0,1.0,0.0,1
10.0,1년,지류,미사용,62168.0,681181.0,258.0,2.0,2.0,1
28.0,1년,자동이체,광랜,89391.0,2766565.0,15.0,5.0,5.0,1
38.0,2년,지류,광랜,119313.0,5122513.0,280.0,4.0,2.0,1
28.0,2년,지류,광랜,41123.0,1244593.0,488.0,1.0,1.0,0
61.0,2년,지류,광랜,97229.0,5706495.0,323.0,5.0,0.0,0
3.0,무약정,신용카드,기가,88721.0,286774.0,188.0,4.0,3.0,1
30.0,2년,신용카드,미사용,119525.0,4044415.0,209.0,4.0,0.0,1
30.0,1년,자동이체,광랜,20118.0,677534.0,478.0,9.0,4.0,0
48.0,1년,자동이체,기가,45146.0,2031183.0,284.0,6.0,2.0,0
,2년,자동이체,기가,78419.0,1769451.0,237.0,3.0,4.0,0
34.0,무약정,신용카드,광랜,70985.0,2451368.0,313.0,3.0,1.0,1
47.0,2년,자동이체,기가,23158.0,1200326.0,92.0,4.0,3.0,0
61.0,무약정,지류,광랜,21936.0,1370068.0,409.0,9.0,4.0,1
28.0,1년,자동이체,기가,89328.0,2918484.0,395.0,1.0,2.0,1
71.0,2년,자동이체,기가,46176.0,2907293.0,499.0,8.0,5.0,0
67.0,무약정,지류,광랜,58275.0,3496266.0,171.0,9.0,3.0,1
48.0,무약정,자동이체,미사용,81001.0,,19.0,0.0,5.0,1
38.0,무약정,자동이체,광랜,135813.0,,298.0,3.0,2.0,1
64.0,1년,신용카드,광랜,27424.0,1696797.0,302.0,10.0,0.0,0
13.0,무약정,신용카드,기가,69088.0,964991.0,473.0,1.0,0.0,1
8.0,1년,신용카드,기가,131944.0,900867.0,225.0,5.0,0.0,1
64.0,2년,자동이체,기가,43438.0,,279.0,0.0,5.0,0
38.0,무약정,신용카드,광랜,98916.0,4488206.0,287.0,,1.0,1
7.0,무약정,지류,,33387.0,261603.0,260.0,7.0,4.0,1
30.0,2년,지류,기가,50427.0,1409873.0,406.0,3.0,2.0,0
23.0,2년,신용카드,미사용,33520.0,624510.0,103.0,6.0,2.0,1
,2년,신용카드,미사용,143247.0,11166520.0,156.0,5.0,2.0,0
43.0,무약정,신용카드,광랜,84685.0,3240637.0,190.0,4.0,2.0,1
8.0,1년,자동이체,기가,125793.0,974335.0,263.0,1.0,4.0,1
29.0,1년,자동이체,기가,104565.0,3211001.0,365.0,1.0,2.0,1
8.0,무약정,자동이체,광랜,125031.0,883048.0,352.0,1.0,1.0,1
72.0,2년,신용카드,미사용,45920.0,3790864.0,461.0,0.0,1.0,0
70.0,,자동이체,광랜,81472.0,6640884.0,268.0,4.0,0.0,0
21.0,2년,신용카드,기가,55050.0,1273672.0,442.0,7.0,2.0,0
24.0,무약정,지류,미사용,48486.0,937843.0,49.0,8.0,4.0,1
29.0,2년,자동이체,기가,,2688293.0,274.0,5.0,3.0,0
45.0,무약정,신용카드,기가,78560.0,3485399.0,498.0,4.0,1.0,1
2.0,2년,신용카드,기가,129292.0,277839.0,405.0,,5.0,1
62.0,무약정,신용카드,미사용,44089.0,2469711.0,488.0,9.0,1.0,1
5.0,무약정,자동이체,미사용,91224.0,541368.0,17.0,8.0,3.0,1
64.0,2년,지류,미사용,63813.0,4870389.0,66.0,7.0,3.0,0
44.0,무약정,지류,광랜,,4131220.0,492.0,7.0,,1
18.0,2년,지류,기가,63502.0,1004851.0,10.0,4.0,4.0,1
6.0,1년,자동이체,광랜,47203.0,278092.0,211.0,7.0,5.0,1
24.0,무약정,지류,미사용,91545.0,2612440.0,,3.0,2.0,1
49.0,1년,지류,광랜,46870.0,1953972.0,396.0,9.0,4.0,1
57.0,2년,신용카드,기가,122414.0,8077474.0,287.0,9.0,2.0,1
42.0,무약정,지류,기가,121891.0,4358997.0,287.0,0.0,5.0,1
66.0,1년,자동이체,미사용,79900.0,6247355.0,99.0,2.0,1.0,0
69.0,,신용카드,미사용,133567.0,8753122.0,152.0,8.0,0.0,1
26.0,2년,지류,광랜,37339.0,1031887.0,195.0,0.0,0.0,0
16.0,무약정,자동이체,광랜,59631.0,825898.0,480.0,5.0,0.0,1
31.0,2년,신용카드,광랜,56462.0,1991855.0,187.0,4.0,1.0,0
23.0,2년,자동이체,기가,92514.0,2037535.0,42.0,5.0,1.0,1
51.0,1년,지류,기가,123983.0,6372839.0,280.0,6.0,3.0,1
36.0,1년,지류,미사용,107001.0,3570175.0,498.0,10.0,1.0,1
47.0,1년,자동이체,미사용,82668.0,4525914.0,205.0,8.0,2.0,1
60.0,무약정,자동이체,기가,66681.0,3519848.0,415.0,0.0,0.0,0
19.0,2년,자동이체,미사용,49817.0,859430.0,390.0,,,1
46.0,무약정,지류,기가,66540.0,2982747.0,379.0,0.0,3.0,1
46.0,,지류,기가,35460.0,1463855.0,97.0,9.0,5.0,0
30.0,무약정,자동이체,광랜,88522.0,2959326.0,122.0,9.0,1.0,1
49.0,1년,지류,미사용,34497.0,1969628.0,186.0,2.0,0.0,0
3.0,1년,자동이체,기가,98729.0,319239.0,386.0,4.0,1.0,1
50.0,무약정,신용카드,기가,56087.0,2328480.0,458.0,1.0,1.0,1
41.0,,자동이체,기가,128891.0,4985919.0,106.0,5.0,1.0,1
58.0,1년,신용카드,기가,32389.0,2073281.0,209.0,6.0,0.0,0
58.0,1년,신용카드,기가,113977.0,7865683.0,209.0,9.0,4.0,1
53.0,2년,지류,광랜,45261.0,2105212.0,416.0,4.0,4.0,0
57.0,무약정,신용카드,광랜,65851.0,3197777.0,146.0,5.0,3.0,0
24.0,1년,신용카드,미사용,109423.0,2639173.0,22.0,5.0,1.0,1
51.0,2년,신용카드,미사용,146264.0,8023587.0,98.0,9.0,1.0,1
45.0,2년,신용카드,광랜,145628.0,7381183.0,375.0,9.0,5.0,1
45.0,1년,자동이체,광랜,28805.0,1286715.0,61.0,7.0,3.0,0
14.0,2년,지류,기가,115013.0,1531019.0,293.0,7.0,3.0,1
57.0,2년,자동이체,기가,100214.0,4739950.0,35.0,9.0,4.0,0
6.0,무약정,자동이체,광랜,27123.0,141154.0,300.0,8.0,4.0,1
57.0,1년,자동이체,기가,130888.0,8947937.0,320.0,8.0,4.0,1
51.0,무약정,신용카드,광랜,133639.0,7425674.0,,4.0,3.0,1
38.0,2년,신용카드,기가,147909.0,5084245.0,288.0,0.0,2.0,0
45.0,1년,지류,기가,72795.0,3532765.0,439.0,6.0,0.0,1
26.0,무약정,지류,미사용,65764.0,1631006.0,234.0,7.0,0.0,1
37.0,무약정,자동이체,기가,120566.0,4830156.0,20.0,6.0,3.0,1
31.0,무약정,자동이체,미사용,84402.0,2766635.0,470.0,7.0,0.0,1
,2년,자동이체,광랜,45189.0,3005855.0,49.0,0.0,2.0,0
9.0,2년,지류,기가,94378.0,773327.0,481.0,7.0,1.0,1
65.0,2년,,광랜,24618.0,1898272.0,35.0,2.0,1.0,0
7.0,1년,자동이체,광랜,63965.0,511415.0,307.0,10.0,4.0,1
1.0,2년,신용카드,광랜,107395.0,101092.0,337.0,1.0,0.0,1
12.0,1년,자동이체,광랜,71595.0,837234.0,478.0,7.0,3.0,1
66.0,2년,자동이체,미사용,43174.0,3207461.0,284.0,7.0,2.0,0
23.0,1년,신용카드,미사용,66037.0,1597639.0,129.0,7.0,0.0,1
40.0,2년,신용카드,기가,101857.0,4340564.0,287.0,4.0,5.0,0
50.0,2년,지류,미사용,21525.0,868782.0,366.0,10.0,2.0,0
53.0,1년,지류,광랜,129360.0,5571082.0,471.0,6.0,1.0,1
60.0,무약정,지류,미사용,143482.0,9783252.0,404.0,6.0,0.0,1
35.0,2년,지류,광랜,145417.0,,299.0,0.0,3.0,1
13.0,2년,지류,기가,75784.0,1072073.0,499.0,0.0,3.0,1
40.0,1년,자동이체,기가,106928.0,4546180.0,476.0,5.0,0.0,1
28.0,무약정,자동이체,미사용,148429.0,,395.0,7.0,,1
67.0,2년,지류,미사용,35376.0,2080658.0,341.0,5.0,1.0,0
4.0,1년,자동이체,광랜,141063.0,468576.0,68.0,9.0,2.0,1
17.0,1년,지류,미사용,149062.0,2052000.0,204.0,,5.0,1
14.0,2년,자동이체,기가,145568.0,2051125.0,26.0,6.0,2.0,1
,무약정,지류,광랜,120475.0,,72.0,10.0,2.0,1
66.0,무약정,,기가,141276.0,7991017.0,360.0,1.0,3.0,1
62.0,1년,신용카드,미사용,147379.0,9708547.0,406.0,10.0,2.0,1
54.0,무약정,신용카드,기가,24186.0,1446055.0,335.0,4.0,5.0,0
13.0,무약정,지류,기가,75243.0,952676.0,427.0,8.0,1.0,1
3.0,1년,신용카드,광랜,96778.0,313110.0,151.0,10.0,4.0,1
70.0,2년,자동이체,미사용,115221.0,8589752.0,343.0,6.0,0.0,0
61.0,1년,지류,광랜,112350.0,6160670.0,458.0,7.0,0.0,1
3.0,무약정,신용카드,기가,120996.0,370863.0,101.0,8.0,4.0,1
14.0,1년,신용카드,광랜,118833.0,1363258.0,229.0,1.0,5.0,1
35.0,2년,지류,광랜,,2461545.0,14.0,8.0,2.0,1
25.0,1년,자동이체,미사용,57375.0,1539661.0,442.0,5.0,5.0,1
14.0,1년,신용카드,기가,56707.0,896934.0,438.0,10.0,0.0,1
14.0,2년,지류,미사용,102140.0,1437927.0,409.0,9.0,5.0,1
47.0,1년,지류,광랜,91124.0,3828883.0,456.0,5.0,1.0,1
71.0,2년,지류,기가,89415.0,6309873.0,160.0,6.0,1.0,0
46.0,무약정,자동이체,미사용,87005.0,4140000.0,310.0,3.0,4.0,1
71.0,2년,신용카드,광랜,149033.0,10181744.0,406.0,2.0,2.0,0
26.0,2년,신용카드,광랜,41962.0,1141163.0,439.0,6.0,0.0,1
48.0,무약정,자동이체,미사용,61944.0,3354210.0,132.0,9.0,3.0,1
46.0,1년,자동이체,,36597.0,1746953.0,221.0,2.0,1.0,0
30.0,2년,신용카드,미사용,133316.0,4485969.0,205.0,4.0,4.0,1
29.0,2년,신용카드,광랜,32306.0,1113634.0,288.0,8.0,2.0,0
35.0,1년,자동이체,미사용,40197.0,1538763.0,317.0,6.0,3.0,0
26.0,2년,지류,기가,27041.0,834370.0,290.0,7.0,1.0,1
71.0,2년,지류,기가,50089.0,3372378.0,465.0,0.0,3.0,0
25.0,무약정,자동이체,광랜,113879.0,2367963.0,380.0,4.0,5.0,1
21.0,무약정,지류,기가,34369.0,706792.0,74.0,0.0,1.0,1
7.0,1년,자동이체,광랜,98513.0,710858.0,382.0,10.0,1.0,1
33.0,무약정,지류,미사용,144155.0,5155423.0,322.0,3.0,0.0,1
8.0,1년,지류,기가,131634.0,995262.0,403.0,3.0,2.0,1
36.0,2년,,미사용,79204.0,3309891.0,447.0,6.0,1.0,0
41.0,무약정,자동이체,광랜,107622.0,3948314.0,50.0,8.0,0.0,1
30.0,1년,자동이체,광랜,133160.0,4271948.0,76.0,8.0,0.0,1
56.0,1년,지류,광랜,122002.0,7099480.0,450.0,0.0,4.0,0
19.0,2년,자동이체,광랜,142409.0,3114662.0,120.0,0.0,2.0,1
38.0,2년,자동이체,미사용,144480.0,6473480.0,257.0,3.0,1.0,1
24.0,1년,지류,기가,48167.0,1264665.0,300.0,10.0,5.0,1
27.0,2년,신용카드,기가,70538.0,1737125.0,402.0,9.0,4.0,0
47.0,무약정,지류,광랜,67040.0,2900555.0,,4.0,4.0,1
5.0,무약정,신용카드,미사용,109148.0,529598.0,306.0,2.0,4.0,1
55.0,1년,신용카드,기가,128158.0,6662665.0,,0.0,0.0,1
7.0,2년,,미사용,43474.0,268492.0,20.0,10.0,4.0,1
66.0,무약정,자동이체,기가,94279.0,6267500.0,230.0,6.0,2.0,1
43.0,2년,지류,광랜,122169.0,5088973.0,183.0,3.0,0.0,1
24.0,1년,지류,광랜,108869.0,3010504.0,,9.0,1.0,1
22.0,1년,자동이체,광랜,132566.0,2570969.0,320.0,2.0,2.0,1
7.0,1년,지류,기가,51760.0,335458.0,98.0,8.0,0.0,1
56.0,1년,자동이체,미사용,35541.0,1917170.0,470.0,5.0,2.0,0
69.0,무약정,지류,광랜,70702.0,5842938.0,211.0,3.0,3.0,1
26.0,1년,자동이체,기가,103416.0,3137402.0,364.0,10.0,1.0,1
41.0,2년,신용카드,미사용,78457.0,3852888.0,305.0,4.0,0.0,0
,2년,지류,기가,62203.0,2029046.0,69.0,5.0,1.0,1
9.0,무약정,자동이체,기가,91872.0,816872.0,323.0,1.0,4.0,1
65.0,2년,신용카드,광랜,91782.0,6907599.0,448.0,1.0,3.0,0
67.0,1년,신용카드,기가,40804.0,3047813.0,132.0,2.0,2.0,0
17.0,,자동이체,미사용,140685.0,2485028.0,161.0,9.0,2.0,1
34.0,무약정,지류,미사용,42505.0,1604389.0,35.0,10.0,4.0,1
18.0,무약정,자동이체,미사용,71203.0,1163217.0,61.0,0.0,3.0,1
65.0,1년,자동이체,기가,132616.0,7332775.0,481.0,10.0,3.0,1
69.0,무약정,,광랜,94008.0,7061867.0,184.0,,,1
47.0,1년,신용카드,미사용,38188.0,1563505.0,145.0,3.0,1.0,0
,무약정,지류,미사용,100894.0,3613348.0,403.0,3.0,2.0,1
69.0,,지류,기가,119168.0,,59.0,9.0,0.0,1
62.0,2년,지류,광랜,118425.0,8440865.0,215.0,3.0,4.0,0
17.0,1년,자동이체,광랜,69782.0,1016518.0,279.0,9.0,0.0,1
9.0,2년,지류,기가,75970.0,762163.0,464.0,6.0,1.0,1
3.0,2년,신용카드,광랜,45373.0,127861.0,320.0,8.0,2.0,1
8.0,무약정,지류,기가,113773.0,982810.0,434.0,7.0,4.0,1
7.0,무약정,자동이체,광랜,64829.0,398432.0,427.0,6.0,4.0,1
69.0,2년,지류,기가,71980.0,5887529.0,305.0,9.0,3.0,0
32.0,2년,신용카드,기가,148381.0,5043206.0,261.0,6.0,1.0,1
33.0,2년,신용카드,미사용,68464.0,2405539.0,193.0,0.0,4.0,0
54.0,2년,지류,미사용,149891.0,9316391.0,432.0,8.0,2.0,1
63.0,1년,신용카드,기가,37707.0,2654207.0,389.0,3.0,0.0,0
26.0,무약정,지류,미사용,118611.0,3417035.0,82.0,9.0,5.0,1
7.0,2년,자동이체,광랜,133747.0,,258.0,7.0,0.0,1
30.0,1년,지류,광랜,85023.0,2196210.0,349.0,,5.0,0
59.0,1년,지류,미사용,86296.0,4822383.0,156.0,1.0,5.0,0
64.0,무약정,지류,광랜,105372.0,,138.0,4.0,0.0,1
46.0,1년,지류,미사용,82894.0,3424507.0,255.0,1.0,4.0,0
18.0,무약정,지류,기가,82728.0,1661401.0,290.0,10.0,3.0,1
45.0,1년,지류,광랜,137609.0,6464573.0,331.0,7.0,3.0,1
13.0,2년,지류,광랜,110020.0,1415013.0,264.0,10.0,0.0,1
5.0,2년,신용카드,기가,60924.0,343518.0,50.0,8.0,3.0,1
14.0,무약정,지류,미사용,93581.0,1186388.0,199.0,4.0,0.0,1
42.0,2년,신용카드,광랜,140660.0,4783568.0,470.0,7.0,1.0,1
1.0,2년,자동이체,기가,80596.0,84224.0,82.0,2.0,4.0,1
5.0,2년,지류,기가,28487.0,130455.0,143.0,1.0,2.0,1
45.0,무약정,신용카드,기가,146513.0,5691794.0,185.0,7.0,2.0,1
42.0,무약정,신용카드,미사용,66475.0,3041913.0,21.0,0.0,0.0,1
38.0,무약정,자동이체,기가,24751.0,832084.0,453.0,2.0,4.0,0
7.0,1년,지류,미사용,58784.0,417870.0,53.0,7.0,4.0,1
48.0,2년,신용카드,미사용,143423.0,6067693.0,347.0,8.0,2.0,1
53.0,1년,지류,기가,56995.0,3304401.0,314.0,7.0,5.0,0
28.0,,자동이체,,30188.0,820081.0,382.0,7.0,4.0,0
25.0,1년,자동이체,광랜,70716.0,1993584.0,,8.0,0.0,1
8.0,1년,지류,기가,39242.0,356357.0,208.0,4.0,4.0,1
35.0,무약정,자동이체,미사용,124822.0,4093726.0,353.0,10.0,4.0,1
33.0,무약정,지류,미사용,50456.0,1943270.0,27.0,0.0,4.0,1
47.0,2년,신용카드,기가,125851.0,5025079.0,347.0,7.0,5.0,0
18.0,2년,지류,미사용,21372.0,383147.0,121.0,1.0,2.0,0
65.0,무약정,신용카드,광랜,117880.0,8596557.0,106.0,9.0,4.0,1
55.0,1년,자동이체,기가,108312.0,5862383.0,18.0,1.0,4.0,0
50.0,무약정,신용카드,미사용,109511.0,4822902.0,445.0,8.0,0.0,1
67.0,,지류,광랜,44789.0,3011794.0,83.0,2.0,4.0,0
29.0,1년,지류,기가,115019.0,3642982.0,23.0,1.0,4.0,1
6.0,2년,신용카드,광랜,35214.0,169888.0,49.0,5.0,2.0,1
10.0,2년,지류,광랜,121135.0,,104.0,4.0,1.0,1
8.0,1년,신용카드,기가,129140.0,920826.0,391.0,4.0,2.0,1
26.0,2년,지류,기가,108773.0,3152553.0,146.0,6.0,2.0,1
49.0,1년,지류,기가,67269.0,3191945.0,199.0,8.0,3.0,1
9.0,무약정,자동이체,미사용,80829.0,657382.0,399.0,8.0,3.0,1
17.0,무약정,지류,광랜,137919.0,2031139.0,487.0,7.0,3.0,1
46.0,1년,지류,광랜,145331.0,6597673.0,342.0,2.0,5.0,1
39.0,2년,자동이체,미사용,90141.0,3936145.0,288.0,6.0,0.0,1
49.0,무약정,자동이체,미사용,144904.0,6419002.0,267.0,4.0,1.0,1
43.0,무약정,자동이체,광랜,32096.0,1223960.0,265.0,9.0,5.0,1
25.0,무약정,신용카드,기가,146958.0,2963837.0,197.0,7.0,1.0,1
14.0,2년,지류,기가,23511.0,269767.0,44.0,8.0,5.0,1
62.0,2년,지류,미사용,124566.0,7889238.0,153.0,7.0,2.0,0
37.0,2년,자동이체,광랜,56720.0,2107534.0,456.0,3.0,3.0,0
72.0,2년,신용카드,기가,28006.0,1672964.0,20.0,7.0,0.0,0
58.0,2년,지류,광랜,42286.0,2482538.0,66.0,7.0,3.0,0
25.0,1년,신용카드,미사용,42514.0,1097896.0,448.0,0.0,3.0,0
21.0,1년,자동이체,광랜,104987.0,,94.0,9.0,0.0,1
8.0,무약정,지류,기가,124656.0,815076.0,304.0,4.0,3.0,1
3.0,2년,신용카드,광랜,,253123.0,484.0,0.0,5.0,1
37.0,1년,자동이체,미사용,145023.0,4801444.0,38.0,10.0,3.0,1
21.0,2년,자동이체,미사용,98733.0,2308011.0,183.0,1.0,4.0,0
56.0,2년,지류,기가,107858.0,6164741.0,400.0,9.0,4.0,0
28.0,1년,지류,기가,112667.0,2693348.0,444.0,10.0,5.0,1
63.0,무약정,신용카드,광랜,68828.0,4617407.0,106.0,2.0,,0
72.0,1년,신용카드,광랜,40329.0,2978728.0,467.0,0.0,1.0,0
51.0,1년,자동이체,기가,132328.0,7089286.0,440.0,,0.0,1
22.0,1년,자동이체,미사용,142854.0,3409841.0,,2.0,2.0,1
62.0,2년,자동이체,기가,28599.0,2020336.0,324.0,0.0,2.0,0
34.0,2년,신용카드,미사용,99811.0,,379.0,9.0,1.0,1
53.0,1년,지류,미사용,139458.0,8804563.0,228.0,2.0,0.0,1
25.0,무약정,자동이체,광랜,41049.0,1125704.0,142.0,9.0,3.0,1
54.0,무약정,신용카드,광랜,95128.0,4625885.0,177.0,0.0,3.0,1
14.0,무약정,지류,미사용,38295.0,638730.0,393.0,2.0,4.0,1
28.0,2년,자동이체,광랜,22201.0,510542.0,386.0,8.0,3.0,0
16.0,무약정,신용카드,미사용,141890.0,1867966.0,199.0,0.0,5.0,1
72.0,2년,지류,미사용,112189.0,8916232.0,199.0,8.0,2.0,0
29.0,2년,지류,기가,44238.0,1042605.0,285.0,1.0,1.0,0
16.0,2년,자동이체,미사용,87026.0,1504708.0,359.0,8.0,3.0,1
69.0,무약정,지류,기가,115676.0,8691227.0,44.0,4.0,5.0,1
69.0,2년,자동이체,광랜,37240.0,2746678.0,12.0,5.0,5.0,0
51.0,1년,신용카드,기가,116720.0,6773695.0,43.0,8.0,4.0,1
42.0,무약정,자동이체,광랜,95061.0,3648229.0,100.0,5.0,3.0,1
46.0,무약정,자동이체,미사용,140363.0,5170397.0,232.0,6.0,5.0,1
17.0,,자동이체,광랜,28327.0,416644.0,212.0,4.0,1.0,0
57.0,1년,자동이체,광랜,118503.0,7736180.0,278.0,7.0,5.0,1
15.0,2년,지류,기가,28925.0,421361.0,443.0,3.0,2.0,0
48.0,2년,신용카드,미사용,108243.0,5860787.0,485.0,8.0,5.0,0
40.0,1년,신용카드,광랜,46103.0,1642834.0,447.0,3.0,5.0,0
29.0,무약정,신용카드,기가,71574.0,2002091.0,,7.0,5.0,1
13.0,1년,신용카드,광랜,104934.0,1207435.0,,2.0,2.0,1
3.0,2년,신용카드,광랜,122548.0,327173.0,177.0,6.0,2.0,1
46.0,1년,자동이체,광랜,132825.0,6052589.0,83.0,8.0,2.0,1
18.0,무약정,지류,미사용,131807.0,2170635.0,94.0,1.0,3.0,1
4.0,무약정,신용카드,기가,84344.0,351647.0,295.0,4.0,2.0,1
38.0,무약정,자동이체,광랜,142904.0,4946697.0,49.0,10.0,,1
41.0,2년,지류,기가,20841.0,988547.0,382.0,4.0,3.0,0
41.0,무약정,지류,미사용,125627.0,5235252.0,287.0,2.0,3.0,1
2.0,무약정,신용카드,미사용,134728.0,245592.0,,2.0,3.0,1
55.0,2년,자동이체,미사용,133075.0,6476612.0,336.0,10.0,4.0,1
22.0,무약정,신용카드,광랜,146424.0,2827773.0,214.0,1.0,5.0,1
40.0,2년,신용카드,기가,70518.0,2445983.0,12.0,2.0,4.0,0
49.0,2년,신용카드,기가,133953.0,7310728.0,262.0,3.0,3.0,0
68.0,무약정,,광랜,133123.0,9974747.0,326.0,,5.0,1
23.0,2년,자동이체,미사용,133617.0,3681658.0,16.0,4.0,2.0,1
66.0,2년,자동이체,미사용,85898.0,5212172.0,496.0,2.0,2.0,0
39.0,2년,자동이체,미사용,145832.0,6539938.0,118.0,6.0,0.0,1
5.0,1년,자동이체,기가,104833.0,483828.0,288.0,9.0,4.0,1
1.0,,자동이체,광랜,107860.0,104674.0,104.0,0.0,2.0,1
72.0,1년,자동이체,기가,136539.0,10116087.0,26.0,2.0,2.0,0
11.0,2년,자동이체,기가,29649.0,270945.0,174.0,5.0,1.0,0
67.0,2년,신용카드,미사용,82917.0,5109465.0,212.0,3.0,5.0,0
70.0,무약정,자동이체,광랜,67057.0,4758225.0,423.0,3.0,3.0,0
64.0,무약정,자동이체,광랜,62653.0,3335978.0,238.0,8.0,0.0,1
11.0,2년,신용카드,광랜,79148.0,903599.0,190.0,10.0,0.0,1
6.0,1년,자동이체,미사용,61560.0,336745.0,164.0,7.0,3.0,1
49.0,무약정,지류,미사용,50232.0,2952963.0,131.0,10.0,0.0,1
34.0,무약정,신용카드,,117366.0,3702255.0,132.0,10.0,,1
7.0,무약정,신용카드,기가,43065.0,304414.0,378.0,2.0,3.0,1
58.0,2년,자동이체,미사용,47382.0,2435444.0,143.0,2.0,0.0,0
22.0,무약정,자동이체,광랜,100415.0,2314234.0,90.0,0.0,1.0,1
41.0,1년,지류,광랜,37847.0,1700981.0,37.0,10.0,5.0,1
41.0,무약정,자동이체,미사용,53089.0,2191607.0,329.0,7.0,3.0,1
22.0,2년,지류,기가,76861.0,2015017.0,,0.0,2.0,0
8.0,2년,신용카드,미사용,82157.0,750665.0,188.0,6.0,5.0,1
45.0,2년,신용카드,기가,102098.0,4898123.0,,5.0,2.0,1
19.0,무약정,자동이체,미사용,64132.0,1117086.0,319.0,8.0,0.0,1
44.0,1년,자동이체,기가,100133.0,4111912.0,35.0,3.0,,0
4.0,2년,신용카드,미사용,54534.0,235272.0,343.0,3.0,1.0,0
4.0,1년,자동이체,기가,77516.0,340864.0,13.0,2.0,4.0,1
44.0,2년,자동이체,기가,125373.0,5919692.0,18.0,10.0,0.0,1
,2년,지류,기가,61177.0,3427296.0,341.0,8.0,2.0,0
9.0,1년,신용카드,기가,88977.0,690915.0,245.0,9.0,5.0,1
36.0,2년,지류,기가,56906.0,2253584.0,500.0,4.0,4.0,0
,1년,자동이체,광랜,146697.0,11452581.0,326.0,10.0,4.0,1
52.0,1년,자동이체,광랜,89760.0,5180755.0,463.0,1.0,1.0,0
17.0,2년,자동이체,광랜,,2262265.0,199.0,7.0,3.0,1
9.0,1년,지류,미사용,63557.0,558958.0,322.0,10.0,3.0,1
15.0,1년,지류,광랜,120576.0,1447951.0,67.0,0.0,2.0,1
46.0,2년,자동이체,미사용,65408.0,3470214.0,184.0,7.0,1.0,0
7.0,1년,자동이체,기가,44627.0,297440.0,482.0,8.0,0.0,1
3.0,1년,자동이체,기가,115156.0,290521.0,430.0,0.0,0.0,1
2.0,무약정,지류,미사용,82653.0,136451.0,291.0,10.0,2.0,1
32.0,무약정,신용카드,미사용,94037.0,3228139.0,159.0,2.0,5.0,1
61.0,2년,지류,기가,31100.0,2125043.0,27.0,10.0,5.0,0
3.0,무약정,,기가,76192.0,270316.0,286.0,6.0,1.0,1
72.0,2년,신용카드,미사용,28659.0,1873369.0,88.0,6.0,5.0,0
69.0,무약정,자동이체,미사용,23782.0,1741721.0,218.0,5.0,,0
42.0,2년,지류,기가,31663.0,1458907.0,22.0,8.0,2.0,1
63.0,2년,신용카드,광랜,123698.0,8824447.0,38.0,8.0,0.0,0
66.0,2년,신용카드,기가,88360.0,5874326.0,35.0,3.0,4.0,0
56.0,2년,지류,기가,146544.0,8549907.0,53.0,2.0,3.0,0
43.0,무약정,자동이체,기가,56026.0,2391864.0,251.0,4.0,1.0,1
3.0,2년,지류,광랜,66269.0,205979.0,237.0,2.0,2.0,1
61.0,2년,신용카드,기가,43391.0,2746483.0,389.0,,2.0,0
37.0,무약정,신용카드,미사용,21378.0,890030.0,192.0,10.0,1.0,1
36.0,무약정,자동이체,광랜,61189.0,1863193.0,332.0,1.0,3.0,1
44.0,2년,자동이체,광랜,120292.0,5781545.0,127.0,4.0,5.0,0
68.0,2년,자동이체,광랜,55138.0,3760464.0,303.0,4.0,2.0,0
2.0,2년,신용카드,광랜,,271105.0,215.0,6.0,5.0,1
