고객ID,연령,성별,지역,가입기간,월요금,총요금,상담횟수,데이터사용량,계약유형,해지여부
C01202,55,남성,경기,2,89000,178000,5,5,약정없음,1
C01203,28,여성,부산,48,45200,2169600,0,22.1,2년약정,0
C01204,41,남성,서울,1,105300,105300,4,8.5,약정없음,1
C01205,,여성,기타,12,75000,,2,10.2,약정없음,0
C01206,19,남성,경기,6,55000,330000,3,12.5,약정없음,1
C01207,45,여성,대구,72,99900,7192800,1,45.6,2년약정,0
C01208,37,남성,서울,15,82100,1231500,2,18.9,1년약정,0
C01209,50,여성,부산,3,60500,181500,6,3.2,약정없음,1
C01210,24,남성,경기,36,40000,1440000,0,30.5,1년약정,0
C01211,33,여성,서울,10,78200,782000,3,11,약정없음,1
C01212,58,남성,기타,5,92500,462500,4,6.7,약정없음,1
C01213,42,여성,서울,60,110000,6600000,1,55.2,2년약정,0
C01214,29,남성,부산,24,55000,1320000,2,25.4,1년약정,0
C01215,65,여성,경기,1,45000,,5,1.2,약정없음,1
C01216,38,남성,서울,48,88500,4248000,0,33.1,2년약정,0
C01217,21,여성,대구,8,62000,496000,3,14.5,약정없음,1
C01218,47,남성,기타,30,72300,2169000,1,28.7,1년약정,0
C01219,53,여성,부산,14,85000,1190000,4,19.2,약정없음,1
C01220,,남성,서울,5,42000,210000,2,10.8,약정없음,0
C01221,27,여성,경기,2,95000,190000,5,4.5,약정없음,1
C01222,44,남성,대구,12,68000,816000,2,16.7,1년약정,0
C01223,59,여성,서울,66,120000,7920000,1,60.1,2년약정,0
C01224,35,남성,기타,18,77500,1395000,3,22.3,1년약정,0
C01225,22,여성,부산,4,58000,232000,4,8.9,약정없음,1
C01226,49,남성,경기,40,91000,3640000,0,35.4,2년약정,0
C01227,33,여성,서울,1,112000,,6,12.1,약정없음,1
C01228,61,남성,대구,55,83000,4565000,1,40.2,2년약정,0
C01229,26,여성,기타,10,49000,490000,2,14,약정없음,0
C01230,40,남성,부산,2,86000,172000,5,3.8,약정없음,1
C01231,32,여성,서울,24,65500,1572000,1,15.2,1년약정,0
C01232,,남성,경기,2,89000,178000,5,5,약정없음,1
C01233,28,여성,부산,48,45200,2169600,0,22.1,2년약정,0
C01234,41,남성,서울,1,105300,105300,4,8.5,약정없음,1
C01235,62,여성,기타,12,75000,,2,10.2,약정없음,0
C01236,19,남성,경기,6,55000,330000,3,12.5,약정없음,1
C01237,45,여성,대구,72,99900,7192800,1,45.6,2년약정,0
C01238,37,남성,서울,15,82100,1231500,2,18.9,1년약정,0
C01239,50,여성,부산,3,60500,181500,6,3.2,약정없음,1
C01240,24,남성,경기,36,40000,1440000,0,30.5,1년약정,0
C01241,33,여성,서울,10,78200,782000,3,11,약정없음,1
C01242,58,남성,기타,5,92500,462500,4,6.7,약정없음,1
C01243,42,여성,서울,60,110000,6600000,1,55.2,2년약정,0
C01244,29,남성,부산,24,55000,1320000,2,25.4,1년약정,0
C01245,65,여성,경기,1,45000,,5,1.2,약정없음,1
C01246,38,남성,서울,48,88500,4248000,0,33.1,2년약정,0
C01247,21,여성,대구,8,62000,496000,3,14.5,약정없음,1
C01248,47,남성,기타,30,72300,2169000,1,28.7,1년약정,0
C01249,53,여성,부산,14,85000,1190000,4,19.2,약정없음,1
C01250,,남성,서울,5,42000,210000,2,10.8,약정없음,0
C01251,32,여성,서울,24,65500,1572000,1,15.2,1년약정,0
C01252,55,남성,경기,2,89000,178000,5,5,약정없음,1
C01253,28,여성,부산,48,45200,2169600,0,22.1,2년약정,0
C01254,41,남성,서울,1,105300,105300,4,8.5,약정없음,1
C01255,62,여성,기타,12,75000,,2,10.2,약정없음,0
C01256,19,남성,경기,6,55000,330000,3,12.5,약정없음,1
C01257,45,여성,대구,72,99900,7192800,1,45.6,2년약정,0
C01258,37,남성,서울,15,82100,1231500,2,18.9,1년약정,0
C01259,50,여성,부산,3,60500,181500,6,3.2,약정없음,1
C01260,24,남성,경기,36,40000,1440000,0,30.5,1년약정,0
C01261,33,여성,서울,10,78200,782000,3,11,약정없음,1
C01262,58,남성,기타,5,92500,462500,4,6.7,약정없음,1
C01263,42,여성,서울,60,110000,6600000,1,55.2,2년약정,0
C01264,29,남성,부산,24,55000,1320000,2,25.4,1년약정,0
C01265,65,여성,경기,1,45000,,5,1.2,약정없음,1
C01266,38,남성,서울,48,88500,4248000,0,33.1,2년약정,0
C01267,21,여성,대구,8,62000,496000,3,14.5,약정없음,1
C01268,,남성,기타,30,72300,2169000,1,28.7,1년약정,0
C01269,53,여성,부산,14,85000,1190000,4,19.2,약정없음,1
C01270,31,남성,서울,5,42000,210000,2,10.8,약정없음,0
C01271,27,여성,경기,2,95000,190000,5,4.5,약정없음,1
C01272,44,남성,대구,12,68000,816000,2,16.7,1년약정,0
C01273,59,여성,서울,66,120000,7920000,1,60.1,2년약정,0
C01274,35,남성,기타,18,77500,1395000,3,22.3,1년약정,0
C01275,22,여성,부산,4,58000,232000,4,8.9,약정없음,1
C01276,49,남성,경기,40,91000,3640000,0,35.4,2년약정,0
C01277,33,여성,서울,1,112000,,6,12.1,약정없음,1
C01278,61,남성,대구,55,83000,4565000,1,40.2,2년약정,0
C01279,26,여성,기타,10,49000,490000,2,14,약정없음,0
C01280,40,남성,부산,2,86000,172000,5,3.8,약정없음,1
C01281,32,여성,서울,24,65500,1572000,1,15.2,1년약정,0
C01282,55,남성,경기,2,89000,178000,5,5,약정없음,1
C01283,,여성,부산,48,45200,2169600,0,22.1,2년약정,0
C01284,41,남성,서울,1,105300,105300,4,8.5,약정없음,1
C01285,62,여성,기타,12,75000,,2,10.2,약정없음,0
C01286,19,남성,경기,6,55000,330000,3,12.5,약정없음,1
C01287,45,여성,대구,72,99900,7192800,1,45.6,2년약정,0
C01288,37,남성,서울,15,82100,1231500,2,18.9,1년약정,0
C01289,50,여성,부산,3,60500,181500,6,3.2,약정없음,1
C01290,24,남성,경기,36,40000,1440000,0,30.5,1년약정,0
C01291,33,여성,서울,10,78200,782000,3,11,약정없음,1
C01292,58,남성,기타,5,92500,462500,4,6.7,약정없음,1
C01293,42,여성,서울,60,110000,6600000,1,55.2,2년약정,0
C01294,29,남성,부산,24,55000,1320000,2,25.4,1년약정,0
C01295,65,여성,경기,1,45000,,5,1.2,약정없음,1
C01296,38,남성,서울,48,88500,4248000,0,33.1,2년약정,0
C01297,21,여성,대구,8,62000,496000,3,14.5,약정없음,1
C01298,,남성,기타,30,72300,2169000,1,28.7,1년약정,0
C01299,53,여성,부산,14,85000,1190000,4,19.2,약정없음,1
C01300,31,남성,서울,5,42000,210000,2,10.8,약정없음,0
C01301,27,여성,경기,2,95000,190000,5,4.5,약정없음,1
C01302,44,남성,대구,12,68000,816000,2,16.7,1년약정,0
C01303,59,여성,서울,66,120000,7920000,1,60.1,2년약정,0
C01304,35,남성,기타,18,77500,1395000,3,22.3,1년약정,0
C01305,22,여성,부산,4,58000,232000,4,8.9,약정없음,1
C01306,49,남성,경기,40,91000,3640000,0,35.4,2년약정,0
C01307,33,여성,서울,1,112000,,6,12.1,약정없음,1
C01308,61,남성,대구,55,83000,4565000,1,40.2,2년약정,0
C01309,26,여성,기타,10,49000,490000,2,14,약정없음,0
C01310,40,남성,부산,2,86000,172000,5,3.8,약정없음,1
C01311,32,여성,서울,24,65500,1572000,1,15.2,1년약정,0
C01312,55,남성,경기,2,89000,178000,5,5,약정없음,1
C01313,,여성,부산,48,45200,2169600,0,22.1,2년약정,0
C01314,41,남성,서울,1,105300,105300,4,8.5,약정없음,1
C01315,62,여성,기타,12,75000,,2,10.2,약정없음,0
C01316,19,남성,경기,6,55000,330000,3,12.5,약정없음,1
C01317,45,여성,대구,72,99900,7192800,1,45.6,2년약정,0
C01318,37,남성,서울,15,82100,1231500,2,18.9,1년약정,0
C01319,50,여성,부산,3,60500,181500,6,3.2,약정없음,1
C01320,24,남성,경기,36,40000,1440000,0,30.5,1년약정,0
C01321,33,여성,서울,10,78200,782000,3,11,약정없음,1
C01322,58,남성,기타,5,92500,462500,4,6.7,약정없음,1
C01323,42,여성,서울,60,110000,6600000,1,55.2,2년약정,0
C01324,29,남성,부산,24,55000,1320000,2,25.4,1년약정,0
C01325,65,여성,경기,1,45000,,5,1.2,약정없음,1
C01326,38,남성,서울,48,88500,4248000,0,33.1,2년약정,0
C01327,21,여성,대구,8,62000,496000,3,14.5,약정없음,1
C01328,,남성,기타,30,72300,2169000,1,28.7,1년약정,0
C01329,53,여성,부산,14,85000,1190000,4,19.2,약정없음,1
C01330,31,남성,서울,5,42000,210000,2,10.8,약정없음,0
C01331,27,여성,경기,2,95000,190000,5,4.5,약정없음,1
C01332,44,남성,대구,12,68000,816000,2,16.7,1년약정,0
C01333,59,여성,서울,66,120000,7920000,1,60.1,2년약정,0
C01334,35,남성,기타,18,77500,1395000,3,22.3,1년약정,0
C01335,22,여성,부산,4,58000,232000,4,8.9,약정없음,1
C01336,49,남성,경기,40,91000,3640000,0,35.4,2년약정,0
C01337,33,여성,서울,1,112000,,6,12.1,약정없음,1
C01338,61,남성,대구,55,83000,4565000,1,40.2,2년약정,0
C01339,26,여성,기타,10,49000,490000,2,14,약정없음,0
C01340,40,남성,부산,2,86000,172000,5,3.8,약정없음,1
C01341,32,여성,서울,24,65500,1572000,1,15.2,1년약정,0
C01342,,남성,경기,2,89000,178000,5,5,약정없음,1
C01343,28,여성,부산,48,45200,2169600,0,22.1,2년약정,0
C01344,41,남성,서울,1,105300,105300,4,8.5,약정없음,1
C01345,62,여성,기타,12,75000,,2,10.2,약정없음,0
C01346,19,남성,경기,6,55000,330000,3,12.5,약정없음,1
C01347,45,여성,대구,72,99900,7192800,1,45.6,2년약정,0
C01348,37,남성,서울,15,82100,1231500,2,18.9,1년약정,0
C01349,50,여성,부산,3,60500,181500,6,3.2,약정없음,1
C01350,24,남성,경기,36,40000,1440000,0,30.5,1년약정,0
C01351,33,여성,서울,10,78200,782000,3,11,약정없음,1
C01352,58,남성,기타,5,92500,462500,4,6.7,약정없음,1
C01353,42,여성,서울,60,110000,6600000,1,55.2,2년약정,0
C01354,29,남성,부산,24,55000,1320000,2,25.4,1년약정,0
C01355,65,여성,경기,1,45000,,5,1.2,약정없음,1
C01356,38,남성,서울,48,88500,4248000,0,33.1,2년약정,0
C01357,,여성,대구,8,62000,496000,3,14.5,약정없음,1
C01358,47,남성,기타,30,72300,2169000,1,28.7,1년약정,0
C01359,53,여성,부산,14,85000,1190000,4,19.2,약정없음,1
C01360,31,남성,서울,5,42000,210000,2,10.8,약정없음,0
C01361,27,여성,경기,2,95000,190000,5,4.5,약정없음,1
C01362,44,남성,대구,12,68000,816000,2,16.7,1년약정,0
C01363,59,여성,서울,66,120000,7920000,1,60.1,2년약정,0
C01364,35,남성,기타,18,77500,1395000,3,22.3,1년약정,0
C01365,22,여성,부산,4,58000,232000,4,8.9,약정없음,1
C01366,49,남성,경기,40,91000,3640000,0,35.4,2년약정,0
C01367,33,여성,서울,1,112000,,6,12.1,약정없음,1
C01368,61,남성,대구,55,83000,4565000,1,40.2,2년약정,0
C01369,,여성,기타,10,49000,490000,2,14,약정없음,0
C01370,40,남성,부산,2,86000,172000,5,3.8,약정없음,1
C01371,32,여성,서울,24,65500,1572000,1,15.2,1년약정,0
C01372,55,남성,경기,2,89000,178000,5,5,약정없음,1
C01373,28,여성,부산,48,45200,2169600,0,22.1,2년약정,0
C01374,41,남성,서울,1,105300,105300,4,8.5,약정없음,1
C01375,62,여성,기타,12,75000,,2,10.2,약정없음,0
C01376,19,남성,경기,6,55000,330000,3,12.5,약정없음,1
C01377,45,여성,대구,72,99900,7192800,1,45.6,2년약정,0
C01378,37,남성,서울,15,82100,1231500,2,18.9,1년약정,0
C01379,50,여성,부산,3,60500,181500,6,3.2,약정없음,1
C01380,24,남성,경기,36,40000,1440000,0,30.5,1년약정,0
C01381,33,여성,서울,10,78200,782000,3,11,약정없음,1
C01382,58,남성,기타,5,92500,462500,4,6.7,약정없음,1
C01383,42,여성,서울,60,110000,6600000,1,55.2,2년약정,0
C01384,29,남성,부산,24,55000,1320000,2,25.4,1년약정,0
C01385,65,여성,,1,45000,,5,1.2,약정없음,1
C01386,38,남성,서울,48,88500,4248000,0,33.1,2년약정,0
C01387,21,여성,대구,8,62000,496000,3,14.5,약정없음,1
C01388,47,남성,기타,30,72300,2169000,1,28.7,1년약정,0
C01389,53,여성,부산,14,85000,1190000,4,19.2,약정없음,1
C01390,31,남성,서울,5,42000,210000,2,10.8,약정없음,0
C01391,27,여성,경기,2,95000,190000,5,4.5,약정없음,1
C01392,44,남성,대구,12,68000,816000,2,16.7,1년약정,0
C01393,59,여성,서울,66,120000,7920000,1,60.1,2년약정,0
C01394,35,남성,기타,18,77500,1395000,3,22.3,1년약정,0
C01395,22,여성,부산,4,58000,232000,4,8.9,약정없음,1
C01396,49,남성,경기,40,91000,3640000,0,35.4,2년약정,0
C01397,33,여성,서울,1,112000,,6,12.1,약정없음,1
C01398,61,남성,대구,55,83000,4565000,1,40.2,2년약정,0
C01399,26,여성,,10,49000,490000,2,14,약정없음,0
C01400,40,남성,부산,2,86000,172000,5,3.8,약정없음,1
C01401,32,여성,서울,24,65500,1572000,1,15.2,1년약정,0
C01402,55,남성,경기,2,89000,178000,5,5,약정없음,1
C01403,28,여성,부산,48,45200,2169600,0,22.1,2년약정,0
C01404,41,남성,서울,1,105300,105300,4,8.5,약정없음,1
C01405,,여성,기타,12,75000,,2,10.2,약정없음,0
C01406,19,남성,,6,55000,330000,3,12.5,약정없음,1
C01407,45,여성,대구,72,99900,7192800,1,45.6,2년약정,0
C01408,37,남성,서울,15,82100,1231500,2,18.9,1년약정,0
C01409,50,여성,부산,3,60500,181500,6,3.2,약정없음,1
C01410,24,남성,경기,36,40000,1440000,0,30.5,1년약정,0
C01411,33,여성,서울,10,78200,782000,3,11,약정없음,1
C01412,58,남성,기타,5,92500,462500,4,6.7,약정없음,1
C01413,42,여성,서울,60,110000,6600000,1,55.2,2년약정,0
C01414,29,남성,부산,24,55000,1320000,2,25.4,1년약정,0
C01415,65,여성,경기,1,45000,,5,1.2,약정없음,1
C01416,38,남성,서울,48,88500,4248000,0,33.1,2년약정,0
C01417,21,여성,대구,8,62000,496000,3,14.5,약정없음,1
C01418,47,남성,기타,30,72300,2169000,1,28.7,1년약정,0
C01419,53,여성,부산,14,85000,1190000,4,19.2,약정없음,1
C01420,31,남성,서울,5,42000,210000,2,10.8,약정없음,0
C01421,27,여성,경기,2,95000,190000,5,4.5,약정없음,1
C01422,44,남성,대구,12,68000,816000,2,16.7,1년약정,0
C01423,59,여성,서울,66,120000,7920000,1,60.1,2년약정,0
C01424,35,남성,기타,18,77500,1395000,3,22.3,1년약정,0
C01425,22,여성,부산,4,58000,232000,4,8.9,약정없음,1
C01426,49,남성,경기,40,91000,3640000,0,35.4,2년약정,0
C01427,33,여성,서울,1,112000,,6,12.1,약정없음,1
C01428,61,남성,대구,55,83000,4565000,1,40.2,2년약정,0
C01429,26,여성,기타,10,49000,490000,2,14,약정없음,0
C01430,40,남성,부산,2,86000,172000,5,3.8,약정없음,1
C01431,32,여성,서울,24,65500,1572000,1,15.2,1년약정,0
C01432,55,남성,경기,2,89000,178000,5,5,약정없음,1
C01433,28,여성,부산,48,45200,2169600,0,22.1,2년약정,0
C01434,41,남성,,1,105300,105300,4,8.5,약정없음,1
C01435,62,여성,기타,12,75000,,2,10.2,약정없음,0
C01436,19,남성,경기,6,55000,330000,3,12.5,약정없음,1
C01437,45,여성,대구,72,99900,7192800,1,45.6,2년약정,0
C01438,37,남성,서울,15,82100,1231500,2,18.9,1년약정,0
C01439,50,여성,부산,3,60500,181500,6,3.2,약정없음,1
C01440,24,남성,경기,36,40000,1440000,0,30.5,1년약정,0
C01441,33,여성,서울,10,78200,782000,3,11,약정없음,1
C01442,58,남성,기타,5,92500,462500,4,6.7,약정없음,1
C01443,42,여성,서울,60,110000,6600000,1,55.2,2년약정,0
C01444,29,남성,부산,24,55000,1320000,2,25.4,1년약정,0
C01445,65,여성,경기,1,45000,,5,1.2,약정없음,1
C01446,38,남성,서울,48,88500,4248000,0,33.1,2년약정,0
C01447,21,여성,대구,8,62000,496000,3,14.5,약정없음,1
C01448,47,남성,기타,30,72300,2169000,1,28.7,1년약정,0
C01449,53,여성,부산,14,85000,1190000,4,19.2,약정없음,1
C01450,31,남성,서울,5,42000,210000,2,10.8,약정없음,0
C01451,27,여성,경기,2,95000,190000,5,4.5,약정없음,1
C01452,44,남성,대구,12,68000,816000,2,16.7,1년약정,0
C01453,59,여성,서울,66,120000,7920000,1,60.1,2년약정,0
C01454,35,남성,기타,18,77500,1395000,3,22.3,1년약정,0
C01455,22,여성,부산,4,58000,232000,4,8.9,약정없음,1
C01456,49,남성,경기,40,91000,3640000,0,35.4,2년약정,0
C01457,33,여성,서울,1,112000,,6,12.1,약정없음,1
C01458,61,남성,대구,55,83000,4565000,1,40.2,2년약정,0
C01459,26,여성,기타,10,49000,490000,2,14,약정없음,0
C01460,40,남성,부산,2,86000,172000,5,3.8,약정없음,1
C01461,32,여성,서울,24,65500,1572000,1,15.2,1년약정,0
C01462,55,남성,경기,2,89000,178000,5,5,약정없음,1
C01463,28,여성,부산,48,45200,2169600,0,22.1,2년약정,0
C01464,41,남성,서울,1,105300,105300,4,8.5,약정없음,1
C01465,62,여성,기타,12,75000,,2,10.2,약정없음,0
C01466,19,남성,경기,6,55000,330000,3,12.5,약정없음,1
C01467,45,여성,대구,72,99900,7192800,1,45.6,2년약정,0
C01468,37,남성,서울,15,82100,1231500,2,18.9,1년약정,0
C01469,50,여성,부산,3,60500,181500,6,3.2,약정없음,1
C01470,24,남성,,36,40000,1440000,0,30.5,1년약정,0
C01471,33,여성,서울,10,78200,782000,3,11,약정없음,1
C01472,58,남성,기타,5,92500,462500,4,6.7,약정없음,1
C01473,42,여성,서울,60,110000,6600000,1,55.2,2년약정,0
C01474,29,남성,부산,24,55000,1320000,2,25.4,1년약정,0
C01475,65,여성,경기,1,45000,,5,1.2,약정없음,1
C01476,38,남성,서울,48,88500,4248000,0,33.1,2년약정,0
C01477,21,여성,대구,8,62000,496000,3,14.5,약정없음,1
C01478,47,남성,기타,30,72300,2169000,1,28.7,1년약정,0
C01479,53,여성,부산,14,85000,1190000,4,19.2,약정없음,1
C01480,31,남성,서울,5,42000,210000,2,10.8,약정없음,0
C01481,27,여성,경기,2,95000,190000,5,4.5,약정없음,1
C01482,44,남성,대구,12,68000,816000,2,16.7,1년약정,0
C01483,59,여성,서울,66,120000,7920000,1,60.1,2년약정,0
C01484,35,남성,기타,18,77500,1395000,3,22.3,1년약정,0
C01485,22,여성,부산,4,58000,232000,4,8.9,약정없음,1
C01486,49,남성,경기,40,91000,3640000,0,35.4,2년약정,0
C01487,33,여성,서울,1,112000,,6,12.1,약정없음,1
C01488,61,남성,대구,55,83000,4565000,1,40.2,2년약정,0
C01489,26,여성,기타,10,49000,490000,2,14,약정없음,0
C01490,40,남성,부산,2,86000,172000,5,3.8,약정없음,1
C01491,32,여성,서울,24,65500,1572000,1,15.2,1년약정,0
C01492,55,남성,경기,2,89000,178000,5,5,약정없음,1
C01493,28,여성,부산,48,45200,2169600,0,22.1,2년약정,0
C01494,41,남성,서울,1,105300,105300,4,8.5,약정없음,1
C01495,62,여성,기타,12,75000,,2,10.2,약정없음,0
C01496,19,남성,경기,6,55000,330000,3,12.5,약정없음,1
C01497,45,여성,대구,72,99900,7192800,1,45.6,2년약정,0
C01498,37,남성,서울,15,82100,1231500,2,18.9,1년약정,0
C01499,50,여성,부산,3,60500,181500,6,3.2,약정없음,1
C01500,24,남성,경기,36,40000,1440000,0,30.5,1년약정,0
C01501,28,남성,서울,36,58000,2088000,0,35.2,2년약정,0
C01502,51,여성,경기,2,102000,204000,5,6.1,약정없음,1
C01503,33,남성,부산,15,77000,1155000,2,19.2,1년약정,0
C01504,45,여성,서울,1,120000,120000,6,15.8,약정없음,1
C01505,22,남성,기타,8,62000,,3,11.5,약정없음,1
C01506,58,여성,대구,72,109000,7848000,1,65.2,2년약정,0
C01507,35,남성,서울,24,84500,2028000,1,30.4,1년약정,0
C01508,49,여성,경기,4,95000,380000,4,8.9,약정없음,1
C01509,24,남성,부산,36,41000,1476000,0,28.7,2년약정,0
C01510,63,여성,기타,1,45000,45000,5,1.2,약정없음,1
C01511,37,남성,서울,12,79500,954000,3,17.4,약정없음,1
C01512,50,여성,경기,5,88000,440000,4,10.2,약정없음,1
C01513,42,남성,대구,48,115000,5520000,1,55.1,2년약정,0
C01514,29,여성,서울,24,66000,1584000,2,25.8,1년약정,0
C01515,54,남성,부산,2,92500,,5,4.8,약정없음,1
C01516,40,여성,서울,55,91000,5005000,0,42.1,2년약정,0
C01517,24,남성,대구,10,65000,650000,3,18,약정없음,1
C01518,49,여성,,36,75000,2700000,1,35.2,1년약정,0
C01519,56,남성,부산,18,88000,1584000,4,22.1,약정없음,1
C01520,33,여성,서울,6,45000,270000,2,14.5,약정없음,0
C01521,28,남성,경기,3,99000,297000,5,5.8,약정없음,1
C01522,46,여성,대구,15,72000,1080000,2,20.1,1년약정,0
C01523,60,남성,서울,66,125000,8250000,1,65.2,2년약정,0
C01524,37,여성,기타,24,80000,1920000,3,30.2,1년약정,0
C01525,23,남성,부산,5,62000,310000,4,11.5,약정없음,1
C01526,51,여성,경기,42,94000,3948000,0,40.1,2년약정,0
C01527,35,남성,서울,1,118000,,6,15.2,약정없음,1
C01528,64,여성,대구,60,86000,5160000,1,48.2,2년약정,0
C01529,29,남성,기타,12,52000,624000,2,16.5,약정없음,0
C01530,42,여성,부산,2,89500,179000,5,4.9,약정없음,1
C01531,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01532,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01533,28,남성,부산,48,45200,2169600,0,22.1,2년약정,0
C01534,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01535,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01536,19,여성,경기,6,55000,330000,3,12.5,약정없음,1
C01537,45,남성,대구,72,99900,7192800,1,45.6,2년약정,0
C01538,37,여성,서울,15,82100,1231500,2,18.9,1년약정,0
C01539,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01540,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01541,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01542,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01543,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01544,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C01545,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01546,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01547,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01548,47,여성,,30,72300,2169000,1,28.7,1년약정,0
C01549,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C01550,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C01551,27,남성,경기,2,95000,190000,5,4.5,약정없음,1
C01552,44,여성,대구,12,68000,816000,2,16.7,1년약정,0
C01553,59,남성,서울,66,120000,7920000,1,60.1,2년약정,0
C01554,35,여성,기타,18,77500,1395000,3,22.3,1년약정,0
C01555,22,남성,부산,4,58000,232000,4,8.9,약정없음,1
C01556,49,여성,경기,40,91000,3640000,0,35.4,2년약정,0
C01557,33,남성,,1,112000,,6,12.1,약정없음,1
C01558,61,여성,대구,55,83000,4565000,1,40.2,2년약정,0
C01559,26,남성,기타,10,49000,490000,2,14,약정없음,0
C01560,40,여성,부산,2,86000,172000,5,3.8,약정없음,1
C01561,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01562,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01563,28,남성,,48,45200,2169600,0,22.1,2년약정,0
C01564,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01565,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01566,19,여성,경기,6,55000,330000,3,12.5,약정없음,1
C01567,45,남성,,72,99900,7192800,1,45.6,2년약정,0
C01568,37,여성,서울,15,82100,1231500,2,18.9,1년약정,0
C01569,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01570,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01571,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01572,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01573,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01574,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C01575,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01576,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01577,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01578,47,여성,기타,30,72300,2169000,1,28.7,1년약정,0
C01579,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C01580,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C01581,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01582,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01583,28,남성,부산,48,45200,2169600,0,22.1,2년약정,0
C01584,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01585,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01586,19,여성,경기,6,55000,330000,3,12.5,약정없음,1
C01587,45,남성,,72,99900,7192800,1,45.6,2년약정,0
C01588,37,여성,서울,15,82100,1231500,2,18.9,1년약정,0
C01589,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01590,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01591,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01592,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01593,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01594,29,여성,,24,55000,1320000,2,25.4,1년약정,0
C01595,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01596,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01597,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01598,47,여성,기타,30,72300,2169000,1,28.7,1년약정,0
C01599,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C01600,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C01601,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01602,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01603,28,남성,,48,45200,2169600,0,22.1,2년약정,0
C01604,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01605,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01606,19,여성,경기,6,55000,330000,3,12.5,약정없음,1
C01607,45,남성,대구,72,99900,7192800,1,45.6,2년약정,0
C01608,37,여성,서울,15,82100,1231500,2,18.9,1년약정,0
C01609,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01610,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01611,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01612,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01613,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01614,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C01615,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01616,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01617,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01618,47,여성,기타,30,72300,2169000,1,28.7,1년약정,0
C01619,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C01620,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C01621,27,남성,경기,2,95000,190000,5,4.5,약정없음,1
C01622,44,여성,대구,12,68000,816000,2,16.7,1년약정,0
C01623,59,남성,서울,66,120000,7920000,1,60.1,2년약정,0
